iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.054,0.0835224520712844,0.09945853407325085,0.06466666666666666,-0.044,0.2,0.2,12
4,0,1,0.023750000000000004,0.05038373580167843,0.05570083781536265,0.036750000000000005,-0.078,0.11,0.11,12
6,0,1,0.025916666666666668,0.03777004618595123,0.045806658904574124,0.026416666666666668,-0.003,0.088,0.088,12
8,0,1,0.023583333333333335,0.03360669162863584,0.04105585626111497,0.023583333333333335,0.0,0.077,0.077,12
