iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.85,4.754,iteration
2,0,1,3,3.66,5.681,iteration
2,0,1,4,5.89,6.037,iteration
2,0,1,5,8.84,6.294,iteration
2,0,1,6,18.81,6.46,iteration
2,0,1,7,22.8,6.83,iteration
2,0,1,8,27.08,7.05,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.85,4.739,iteration
4,0,1,3,3.66,5.682,iteration
4,0,1,4,5.89,6.056,iteration
4,0,1,5,8.84,6.281,iteration
4,0,1,6,18.81,6.46,iteration
4,0,1,7,22.8,6.83,iteration
4,0,1,8,27.08,7.05,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.85,4.725,iteration
6,0,1,3,3.66,5.685,iteration
6,0,1,4,5.89,6.064,iteration
6,0,1,5,8.84,6.275,iteration
6,0,1,6,18.81,6.46,iteration
6,0,1,7,22.8,6.83,iteration
6,0,1,8,27.08,7.05,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.85,4.713,iteration
8,0,1,3,3.66,5.689,iteration
8,0,1,4,5.89,6.069,iteration
8,0,1,5,8.84,6.271,iteration
8,0,1,6,18.81,6.46,iteration
8,0,1,7,22.8,6.83,iteration
8,0,1,8,27.08,7.05,iteration
8,0,1,9,45.0,8.1,iteration
