iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.4,4.733,iteration
2,0,1,3,4.46,5.711,iteration
2,0,1,4,5.5,5.895,iteration
2,0,1,5,9.44,6.163,iteration
2,0,1,6,18.87,6.29,iteration
2,0,1,7,22.75,6.58,iteration
2,0,1,8,27.91,6.79,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.4,4.736,iteration
4,0,1,3,4.46,5.726,iteration
4,0,1,4,5.5,5.889,iteration
4,0,1,5,9.44,6.165,iteration
4,0,1,6,18.87,6.29,iteration
4,0,1,7,22.75,6.58,iteration
4,0,1,8,27.91,6.79,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.4,4.734,iteration
6,0,1,3,4.46,5.735,iteration
6,0,1,4,5.5,5.886,iteration
6,0,1,5,9.44,6.167,iteration
6,0,1,6,18.87,6.29,iteration
6,0,1,7,22.75,6.58,iteration
6,0,1,8,27.91,6.79,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.4,4.732,iteration
8,0,1,3,4.46,5.736,iteration
8,0,1,4,5.5,5.886,iteration
8,0,1,5,9.44,6.167,iteration
8,0,1,6,18.87,6.29,iteration
8,0,1,7,22.75,6.58,iteration
8,0,1,8,27.91,6.79,iteration
8,0,1,9,45.0,8.1,iteration
