iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.109,0.555,-1.178,0.648,iteration,True
1,0,2,-0.033,0.539,-0.665,0.576,iteration,True
1,0,3,-0.028,0.433,-0.784,0.551,iteration,True
1,0,4,-0.068,0.378,-0.595,0.538,iteration,True
1,0,5,-0.041,0.504,-0.797,0.343,iteration,True
1,0,6,-0.091,0.439,-0.882,0.621,iteration,True
1,0,7,-0.067,0.472,-0.831,0.504,iteration,True
1,0,8,-0.034,0.365,-0.707,0.614,iteration,True
1,0,9,-0.106,0.404,-0.861,0.722,iteration,True
1,0,10,-0.034,0.37,-0.73,0.603,iteration,True
1,0,11,-0.076,0.408,-0.838,0.612,iteration,True
1,0,12,-0.043,0.367,-0.726,0.584,iteration,True
1,0,13,-0.065,0.284,-1.099,0.464,iteration,True
1,0,14,-0.072,0.409,-0.811,0.532,iteration,True
1,0,15,-0.041,0.323,-0.657,0.197,iteration,True
1,0,16,-0.103,0.436,-0.937,0.515,iteration,True
1,0,17,-0.098,0.439,-0.906,0.662,iteration,True
1,0,18,-0.076,0.564,-0.871,0.526,iteration,True
1,0,19,-0.048,0.492,-0.811,0.393,iteration,True
1,0,20,-0.067,0.419,-0.816,0.611,iteration,True
1,0,21,-0.047,0.439,-0.651,0.576,iteration,True
1,0,22,-0.037,0.341,-0.602,0.506,iteration,True
1,0,23,-0.062,0.478,-0.841,0.405,iteration,True
1,0,24,-0.084,0.361,-0.832,0.525,iteration,True
1,0,25,-0.119,0.513,-1.115,0.693,iteration,True
1,0,26,-0.073,0.409,-0.822,0.653,iteration,True
1,0,27,-0.081,0.438,-0.869,0.615,iteration,True
1,0,28,-0.063,0.4,-0.473,-0.064,iteration,True
1,0,29,-0.063,0.512,-0.772,-0.029,iteration,True
1,0,30,-0.078,0.49,-0.908,0.678,iteration,True
1,0,31,-0.112,0.507,-0.991,0.871,iteration,True
1,0,32,-0.035,0.35,-0.824,0.555,iteration,True
1,0,33,-0.024,0.302,-0.645,0.494,iteration,True
1,0,34,-0.024,0.344,-0.811,0.52,iteration,True
1,0,35,-0.029,0.392,-0.823,0.48,iteration,True
1,0,36,-0.052,0.309,-1.015,0.272,iteration,True
1,0,37,-0.04,0.474,-0.535,0.501,iteration,True
1,0,38,-0.076,0.415,-0.879,0.645,iteration,True
1,0,39,-0.073,0.286,-0.687,0.42,iteration,True
1,0,40,-0.084,0.245,-0.697,0.117,iteration,True
1,0,41,-0.034,0.473,-0.578,0.334,iteration,True
1,0,42,-0.07,0.413,-0.887,0.642,iteration,True
1,0,43,-0.031,0.257,-0.79,0.268,iteration,True
1,0,44,-0.106,0.519,-0.856,0.839,iteration,True
1,0,45,-0.053,0.35,-0.679,0.548,iteration,True
