iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.36,4.777,iteration
2,0,1,3,3.97,5.75,iteration
2,0,1,4,5.51,6.002,iteration
2,0,1,5,9.13,6.289,iteration
2,0,1,6,19.11,6.62,iteration
2,0,1,7,22.03,6.84,iteration
2,0,1,8,26.66,7.09,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.36,4.781,iteration
4,0,1,3,3.97,5.753,iteration
4,0,1,4,5.51,5.997,iteration
4,0,1,5,9.13,6.282,iteration
4,0,1,6,19.11,6.62,iteration
4,0,1,7,22.03,6.84,iteration
4,0,1,8,26.66,7.09,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.36,4.785,iteration
6,0,1,3,3.97,5.753,iteration
6,0,1,4,5.51,5.995,iteration
6,0,1,5,9.13,6.274,iteration
6,0,1,6,19.11,6.62,iteration
6,0,1,7,22.03,6.84,iteration
6,0,1,8,26.66,7.09,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.36,4.788,iteration
8,0,1,3,3.97,5.754,iteration
8,0,1,4,5.51,5.993,iteration
8,0,1,5,9.13,6.267,iteration
8,0,1,6,19.11,6.62,iteration
8,0,1,7,22.03,6.84,iteration
8,0,1,8,26.66,7.09,iteration
8,0,1,9,45.0,8.1,iteration
