iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.29,4.621,iteration
2,0,1,3,4.28,4.834,iteration
2,0,1,4,5.35,5.958,iteration
2,0,1,5,9.08,6.224,iteration
2,0,1,6,18.9,6.46,iteration
2,0,1,7,22.59,6.75,iteration
2,0,1,8,27.39,7.13,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.29,4.676,iteration
4,0,1,3,4.28,4.868,iteration
4,0,1,4,5.35,5.955,iteration
4,0,1,5,9.08,6.261,iteration
4,0,1,6,18.9,6.46,iteration
4,0,1,7,22.59,6.75,iteration
4,0,1,8,27.39,7.13,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.29,4.724,iteration
6,0,1,3,4.28,4.923,iteration
6,0,1,4,5.35,5.951,iteration
6,0,1,5,9.08,6.257,iteration
6,0,1,6,18.9,6.46,iteration
6,0,1,7,22.59,6.75,iteration
6,0,1,8,27.39,7.13,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.29,4.75,iteration
8,0,1,3,4.28,5.002,iteration
8,0,1,4,5.35,5.945,iteration
8,0,1,5,9.08,6.249,iteration
8,0,1,6,18.9,6.46,iteration
8,0,1,7,22.59,6.75,iteration
8,0,1,8,27.39,7.13,iteration
8,0,1,9,45.0,8.1,iteration
