iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.080639,0.057639,0.240081,,True,True,False,accepted
1,0,0,0.038647,0.027624,0.166206,11.319,True,True,False,accepted
2,0,0,0.016814,0.011112,0.105413,1.718,True,True,False,accepted
3,0,0,0.01413,0.0101,0.100497,2.854,True,True,False,accepted
4,0,0,0.009011,0.005955,0.077171,1.001,True,True,False,accepted
5,0,0,0.008252,0.005899,0.076803,0.743,True,True,False,accepted
6,0,0,0.005242,0.003464,0.058857,1.043,True,True,False,accepted
7,0,0,0.004802,0.003433,0.058589,0.564,True,True,False,accepted
8,0,0,0.003411,0.002254,0.04748,1.056,True,True,True,accepted
