iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.52,4.654,iteration
2,0,1,3,4.62,5.778,iteration
2,0,1,4,5.51,5.907,iteration
2,0,1,5,9.58,6.215,iteration
2,0,1,6,18.73,6.31,iteration
2,0,1,7,23.33,6.79,iteration
2,0,1,8,28.03,6.93,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.52,4.65,iteration
4,0,1,3,4.62,5.789,iteration
4,0,1,4,5.51,5.907,iteration
4,0,1,5,9.58,6.212,iteration
4,0,1,6,18.73,6.31,iteration
4,0,1,7,23.33,6.79,iteration
4,0,1,8,28.03,6.93,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.52,4.644,iteration
6,0,1,3,4.62,5.796,iteration
6,0,1,4,5.51,5.906,iteration
6,0,1,5,9.58,6.21,iteration
6,0,1,6,18.73,6.31,iteration
6,0,1,7,23.33,6.79,iteration
6,0,1,8,28.03,6.93,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.52,4.638,iteration
8,0,1,3,4.62,5.795,iteration
8,0,1,4,5.51,5.909,iteration
8,0,1,5,9.58,6.209,iteration
8,0,1,6,18.73,6.31,iteration
8,0,1,7,23.33,6.79,iteration
8,0,1,8,28.03,6.93,iteration
8,0,1,9,45.0,8.1,iteration
