iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.25,4.849,iteration
2,0,1,3,4.32,5.659,iteration
2,0,1,4,5.04,5.929,iteration
2,0,1,5,8.81,6.262,iteration
2,0,1,6,19.32,6.51,iteration
2,0,1,7,22.29,6.69,iteration
2,0,1,8,27.07,7.01,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.25,4.854,iteration
4,0,1,3,4.32,5.676,iteration
4,0,1,4,5.04,5.93,iteration
4,0,1,5,8.81,6.242,iteration
4,0,1,6,19.32,6.51,iteration
4,0,1,7,22.29,6.69,iteration
4,0,1,8,27.07,7.01,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.25,4.86,iteration
6,0,1,3,4.32,5.687,iteration
6,0,1,4,5.04,5.929,iteration
6,0,1,5,8.81,6.227,iteration
6,0,1,6,19.32,6.51,iteration
6,0,1,7,22.29,6.69,iteration
6,0,1,8,27.07,7.01,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.25,4.862,iteration
8,0,1,3,4.32,5.694,iteration
8,0,1,4,5.04,5.931,iteration
8,0,1,5,8.81,6.216,iteration
8,0,1,6,19.32,6.51,iteration
8,0,1,7,22.29,6.69,iteration
8,0,1,8,27.07,7.01,iteration
8,0,1,9,45.0,8.1,iteration
