iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.46,4.75,iteration
2,0,1,3,4.74,5.567,iteration
2,0,1,4,5.33,6.004,iteration
2,0,1,5,9.51,6.445,iteration
2,0,1,6,19.14,6.63,iteration
2,0,1,7,23.38,6.82,iteration
2,0,1,8,27.21,7.19,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.46,4.897,iteration
4,0,1,3,4.74,5.653,iteration
4,0,1,4,5.33,5.978,iteration
4,0,1,5,9.51,6.386,iteration
4,0,1,6,19.14,6.63,iteration
4,0,1,7,23.38,6.82,iteration
4,0,1,8,27.21,7.19,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.46,4.991,iteration
6,0,1,3,4.74,5.739,iteration
6,0,1,4,5.33,5.963,iteration
6,0,1,5,9.51,6.357,iteration
6,0,1,6,19.14,6.63,iteration
6,0,1,7,23.38,6.82,iteration
6,0,1,8,27.21,7.19,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.46,5.062,iteration
8,0,1,3,4.74,5.834,iteration
8,0,1,4,5.33,5.949,iteration
8,0,1,5,9.51,6.299,iteration
8,0,1,6,19.14,6.63,iteration
8,0,1,7,23.38,6.82,iteration
8,0,1,8,27.21,7.19,iteration
8,0,1,9,45.0,8.1,iteration
