iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.49,4.847,iteration
2,0,1,3,4.61,5.364,iteration
2,0,1,4,5.65,6.04,iteration
2,0,1,5,9.55,6.328,iteration
2,0,1,6,18.97,6.53,iteration
2,0,1,7,22.09,6.72,iteration
2,0,1,8,26.91,7.17,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.49,4.917,iteration
4,0,1,3,4.61,5.492,iteration
4,0,1,4,5.65,6.022,iteration
4,0,1,5,9.55,6.32,iteration
4,0,1,6,18.97,6.53,iteration
4,0,1,7,22.09,6.72,iteration
4,0,1,8,26.91,7.17,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.49,4.929,iteration
6,0,1,3,4.61,5.601,iteration
6,0,1,4,5.65,6.008,iteration
6,0,1,5,9.55,6.308,iteration
6,0,1,6,18.97,6.53,iteration
6,0,1,7,22.09,6.72,iteration
6,0,1,8,26.91,7.17,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.49,4.933,iteration
8,0,1,3,4.61,5.691,iteration
8,0,1,4,5.65,5.996,iteration
8,0,1,5,9.55,6.292,iteration
8,0,1,6,18.97,6.53,iteration
8,0,1,7,22.09,6.72,iteration
8,0,1,8,26.91,7.17,iteration
8,0,1,9,45.0,8.1,iteration
