iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.53,4.672,iteration
2,0,1,3,4.04,5.02,iteration
2,0,1,4,5.71,6.001,iteration
2,0,1,5,9.54,6.297,iteration
2,0,1,6,18.62,6.64,iteration
2,0,1,7,22.94,6.99,iteration
2,0,1,8,26.99,7.24,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.53,4.601,iteration
4,0,1,3,4.04,5.144,iteration
4,0,1,4,5.71,6.01,iteration
4,0,1,5,9.54,6.316,iteration
4,0,1,6,18.62,6.64,iteration
4,0,1,7,22.94,6.99,iteration
4,0,1,8,26.99,7.24,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.53,4.501,iteration
6,0,1,3,4.04,5.273,iteration
6,0,1,4,5.71,6.018,iteration
6,0,1,5,9.54,6.327,iteration
6,0,1,6,18.62,6.64,iteration
6,0,1,7,22.94,6.99,iteration
6,0,1,8,26.99,7.24,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.53,4.501,iteration
8,0,1,3,4.04,5.403,iteration
8,0,1,4,5.71,6.025,iteration
8,0,1,5,9.54,6.331,iteration
8,0,1,6,18.62,6.64,iteration
8,0,1,7,22.94,6.99,iteration
8,0,1,8,26.99,7.24,iteration
8,0,1,9,45.0,8.1,iteration
