iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.89,4.501,iteration
2,0,1,3,3.59,5.25,iteration
2,0,1,4,5.97,6.031,iteration
2,0,1,5,9.11,6.321,iteration
2,0,1,6,18.7,6.52,iteration
2,0,1,7,23.12,6.87,iteration
2,0,1,8,27.02,7.05,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.89,4.501,iteration
4,0,1,3,3.59,5.362,iteration
4,0,1,4,5.97,6.064,iteration
4,0,1,5,9.11,6.351,iteration
4,0,1,6,18.7,6.52,iteration
4,0,1,7,23.12,6.87,iteration
4,0,1,8,27.02,7.05,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.89,4.501,iteration
6,0,1,3,3.59,5.421,iteration
6,0,1,4,5.97,6.1,iteration
6,0,1,5,9.11,6.388,iteration
6,0,1,6,18.7,6.52,iteration
6,0,1,7,23.12,6.87,iteration
6,0,1,8,27.02,7.05,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,1.89,4.5,iteration
8,0,1,3,3.59,5.516,iteration
8,0,1,4,5.97,6.124,iteration
8,0,1,5,9.11,6.406,iteration
8,0,1,6,18.7,6.52,iteration
8,0,1,7,23.12,6.87,iteration
8,0,1,8,27.02,7.05,iteration
8,0,1,9,45.0,8.1,iteration
