iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,-0.323,-0.037,-0.596,-0.135,iteration,True
1,0,2,-0.365,-0.375,0.241,-0.195,iteration,True
1,0,3,-0.294,0.006,-0.183,-0.013,iteration,True
1,0,4,-0.456,0.023,0.463,0.997,iteration,True
1,0,5,-0.268,0.103,-0.425,0.107,iteration,True
1,0,6,-0.38,0.069,-0.019,0.225,iteration,True
1,0,7,-0.446,0.395,0.483,0.891,iteration,True
1,0,8,-0.48,0.369,0.629,0.94,iteration,True
1,0,9,-0.27,0.428,-0.22,-0.303,iteration,True
1,0,10,-0.27,0.428,0.18,-0.255,iteration,True
1,0,11,-0.31,0.49,0.097,-0.321,iteration,True
1,0,12,-0.342,-0.349,-0.36,-0.065,iteration,True
1,0,13,-0.403,-0.16,0.547,0.245,iteration,True
1,0,14,-0.521,-0.005,0.409,0.988,iteration,True
1,0,15,-0.303,0.026,0.261,0.095,iteration,True
1,0,16,-0.391,0.001,-0.205,-0.211,iteration,True
1,0,17,-0.279,0.14,0.037,-0.496,iteration,True
1,0,18,-0.25,0.556,-0.16,0.061,iteration,True
1,0,19,-0.482,0.309,0.46,0.964,iteration,True
1,0,20,-0.387,0.272,0.183,0.39,iteration,True
1,0,21,-0.503,0.115,-0.228,1.299,iteration,True
1,0,22,-0.345,-0.136,-0.665,0.014,iteration,True
1,0,23,-0.455,0.274,0.665,1.043,iteration,True
1,0,24,-0.298,0.095,-0.247,-0.373,iteration,True
1,0,25,-0.345,0.231,-0.299,0.178,iteration,True
1,0,26,-0.375,-0.106,-0.81,0.003,iteration,True
1,0,27,-0.33,-0.215,-0.345,0.039,iteration,True
1,0,28,-0.177,-0.448,0.789,0.232,iteration,True
1,0,29,-0.541,-0.074,-0.359,1.294,iteration,True
1,0,30,-0.343,-0.376,-0.239,0.754,iteration,True
1,0,31,-0.342,-0.482,0.388,0.418,iteration,True
1,0,32,-0.338,-0.402,0.128,0.147,iteration,True
1,0,33,-0.48,-0.002,0.109,0.413,iteration,True
1,0,34,-0.386,-0.144,0.698,-0.745,iteration,True
1,0,35,-0.399,-0.676,0.189,0.081,iteration,True
1,0,36,-0.405,-0.058,0.545,0.447,iteration,True
1,0,37,-0.272,0.212,-0.079,-0.255,iteration,True
1,0,38,-0.392,0.377,0.052,1.097,iteration,True
1,0,39,-0.282,0.021,0.155,0.05,iteration,True
1,0,40,-0.454,0.057,0.355,0.562,iteration,True
1,0,41,-0.356,0.11,0.407,-0.484,iteration,True
2,0,1,0.065,0.277,-0.241,-0.261,iteration,True
2,0,2,0.101,0.36,-0.339,-0.073,iteration,True
2,0,3,0.06,0.254,-0.191,0.014,iteration,True
2,0,4,0.077,0.278,-0.031,-0.194,iteration,True
2,0,5,0.085,0.381,-0.222,-0.27,iteration,True
2,0,6,0.058,0.276,-0.192,0.007,iteration,True
2,0,7,0.052,0.095,-0.201,-0.065,iteration,True
