iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.276780487804878,0.0768373360069185,0.2872480019671962,0.276780487804878,-0.42,-0.054,41
1,0,x,0.08126829268292683,0.2659797373898304,0.2781182412168626,0.22590243902439025,-0.559,0.557,41
1,0,y,0.10090243902439024,0.4260997710303303,0.43788390821446127,0.3689024390243902,-0.754,0.844,41
1,0,z,-0.26914634146341465,0.3701833139152132,0.45768486868629404,0.3447560975609756,-1.354,0.575,41
2,0,origin_time,0.06268292682926829,0.025336216269370306,0.06760971210360023,0.06268292682926829,0.014,0.128,41
2,0,x,0.24758536585365853,0.14942229820370154,0.2891808025878721,0.24758536585365853,0.006,0.619,41
2,0,y,-0.2412926829268293,0.1491668314505508,0.28367746198636296,0.24768292682926832,-0.503,0.131,41
2,0,z,0.035463414634146345,0.1686089569650085,0.1722980967577456,0.1400487804878049,-0.39,0.407,41
3,0,origin_time,0.002463414634146341,0.0043116267145521196,0.004965736258135932,0.0036829268292682934,-0.006,0.015,41
3,0,x,0.007609756097560975,0.01381564692442998,0.0157727767943656,0.012341463414634147,-0.037,0.048,41
3,0,y,-0.022634146341463417,0.02467916678195913,0.03348680118581852,0.02921951219512195,-0.064,0.052,41
3,0,z,-0.03997560975609757,0.07064424365235686,0.08117055215153686,0.05880487804878049,-0.232,0.075,41
4,0,origin_time,0.008658536585365854,0.006067143644645236,0.010572629181281165,0.009048780487804877,-0.006,0.027,41
4,0,x,0.14048780487804877,0.02953387633344124,0.1435586053524194,0.14048780487804877,0.086,0.191,41
4,0,y,-0.18970731707317073,0.025173780303186948,0.19137028339283416,0.18970731707317073,-0.233,-0.115,41
4,0,z,-0.01370731707317073,0.06021273015974038,0.06175324618701552,0.05058536585365852,-0.105,0.195,41
5,0,origin_time,0.0006097560975609756,0.0013043650689874087,0.0014398509407946773,0.000853658536585366,-0.002,0.005,41
5,0,x,0.004292682926829269,0.0074054821566617345,0.008559689987547846,0.007219512195121951,-0.027,0.012,41
5,0,y,-0.015609756097560976,0.011954952129904849,0.01966177422954649,0.018146341463414633,-0.041,0.03,41
5,0,z,-0.011121951219512195,0.0252288985693393,0.027571636185602398,0.019414634146341463,-0.092,0.067,41
6,0,origin_time,-0.0016829268292682929,0.004110895839643974,0.0044420386442570675,0.0036829268292682934,-0.007,0.013,41
6,0,x,0.09136585365853658,0.023247088564168447,0.09427696612356283,0.09136585365853658,0.033,0.124,41
6,0,y,-0.1256829268292683,0.01795039102011803,0.1269583184913314,0.1256829268292683,-0.156,-0.041,41
6,0,z,-0.025780487804878054,0.05781235929770488,0.06330009825446078,0.04997560975609757,-0.133,0.129,41
7,0,origin_time,0.0005853658536585366,0.0016376010079604407,0.0017390774117049645,0.0007804878048780488,-0.002,0.009,41
7,0,x,0.0014146341463414636,0.007739589734371906,0.007867810306838252,0.005609756097560976,-0.037,0.008,41
7,0,y,-0.008902439024390243,0.012276896561147334,0.015164946744255238,0.012219512195121952,-0.039,0.051,41
7,0,z,-0.009463414634146341,0.030184067482757992,0.03163280174662787,0.01848780487804878,-0.124,0.11,41
8,0,origin_time,-0.010390243902439025,0.005586910000630559,0.011797064537727895,0.011073170731707316,-0.017,0.008,41
8,0,x,0.08890243902439024,0.030415660983702953,0.09396146070363623,0.08890243902439024,0.012,0.133,41
8,0,y,-0.08721951219512196,0.014902139632136888,0.08848342824038144,0.08721951219512196,-0.121,-0.043,41
8,0,z,-0.03482926829268292,0.073514525672349,0.08134779293031955,0.06117073170731707,-0.226,0.159,41
