iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.037675,0.026929,0.164101,,True,True,False,accepted
1,0,0,0.027942,0.019973,0.141325,4.734,True,True,False,accepted
2,0,0,0.003267,0.002176,0.046647,3.096,True,True,False,accepted
3,0,0,0.002931,0.002095,0.045771,0.897,True,True,False,accepted
4,0,0,0.002408,0.001604,0.040052,1.869,True,True,False,accepted
5,0,0,0.002188,0.001564,0.039544,0.57,True,True,False,accepted
6,0,0,0.002219,0.001478,0.038446,1.374,True,True,False,accepted
7,0,0,0.002049,0.001465,0.03827,0.342,True,True,False,accepted
8,0,0,0.002133,0.001421,0.037696,1.011,True,True,True,accepted
