iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.019507,0.013329,0.115453,,True,True,False,accepted
1,0,0,0.001826,0.001248,0.035327,7.003,True,True,False,accepted
2,0,0,0.001477,0.000943,0.030708,1.015,True,True,False,accepted
3,0,0,0.001369,0.000936,0.03059,0.304,True,True,False,accepted
4,0,0,0.001445,0.000923,0.030379,0.533,True,True,False,accepted
5,0,0,0.001348,0.000921,0.030352,0.236,True,True,False,accepted
6,0,0,0.001435,0.000916,0.030271,0.438,True,True,False,accepted
7,0,0,0.001337,0.000913,0.030223,0.205,True,True,False,accepted
8,0,0,0.001421,0.000908,0.030126,0.335,True,True,True,accepted
