iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.66,4.871,iteration
2,0,1,3,4.1,5.898,iteration
2,0,1,4,5.52,6.093,iteration
2,0,1,5,8.89,6.404,iteration
2,0,1,6,18.72,6.54,iteration
2,0,1,7,22.53,6.84,iteration
2,0,1,8,26.62,7.08,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.66,4.886,iteration
4,0,1,3,4.1,5.9,iteration
4,0,1,4,5.52,6.086,iteration
4,0,1,5,8.89,6.384,iteration
4,0,1,6,18.72,6.54,iteration
4,0,1,7,22.53,6.84,iteration
4,0,1,8,26.62,7.08,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.66,4.897,iteration
6,0,1,3,4.1,5.898,iteration
6,0,1,4,5.52,6.084,iteration
6,0,1,5,8.89,6.368,iteration
6,0,1,6,18.72,6.54,iteration
6,0,1,7,22.53,6.84,iteration
6,0,1,8,26.62,7.08,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.66,4.906,iteration
8,0,1,3,4.1,5.896,iteration
8,0,1,4,5.52,6.082,iteration
8,0,1,5,8.89,6.355,iteration
8,0,1,6,18.72,6.54,iteration
8,0,1,7,22.53,6.84,iteration
8,0,1,8,26.62,7.08,iteration
8,0,1,9,45.0,8.1,iteration
