iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,3.09,4.822,iteration
2,0,1,3,3.25,5.699,iteration
2,0,1,4,4.13,5.882,iteration
2,0,1,5,9.58,6.182,iteration
2,0,1,6,20.58,6.41,iteration
2,0,1,7,21.87,6.65,iteration
2,0,1,8,26.33,6.91,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,3.09,4.824,iteration
4,0,1,3,3.25,5.668,iteration
4,0,1,4,4.13,5.878,iteration
4,0,1,5,9.58,6.192,iteration
4,0,1,6,20.58,6.41,iteration
4,0,1,7,21.87,6.65,iteration
4,0,1,8,26.33,6.91,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,3.09,4.826,iteration
6,0,1,3,3.25,5.639,iteration
6,0,1,4,4.13,5.881,iteration
6,0,1,5,9.58,6.196,iteration
6,0,1,6,20.58,6.41,iteration
6,0,1,7,21.87,6.65,iteration
6,0,1,8,26.33,6.91,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,3.09,4.827,iteration
8,0,1,3,3.25,5.64,iteration
8,0,1,4,4.13,5.875,iteration
8,0,1,5,9.58,6.194,iteration
8,0,1,6,20.58,6.41,iteration
8,0,1,7,21.87,6.65,iteration
8,0,1,8,26.33,6.91,iteration
8,0,1,9,45.0,8.1,iteration
