iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.87,4.645,iteration
2,0,1,3,4.46,5.22,iteration
2,0,1,4,6.05,6.08,iteration
2,0,1,5,10.04,6.33,iteration
2,0,1,6,18.67,6.5,iteration
2,0,1,7,23.75,6.77,iteration
2,0,1,8,26.9,7.01,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.87,4.546,iteration
4,0,1,3,4.46,5.42,iteration
4,0,1,4,6.05,6.07,iteration
4,0,1,5,10.04,6.364,iteration
4,0,1,6,18.67,6.5,iteration
4,0,1,7,23.75,6.77,iteration
4,0,1,8,26.9,7.01,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.87,4.501,iteration
6,0,1,3,4.46,5.561,iteration
6,0,1,4,6.05,6.076,iteration
6,0,1,5,10.04,6.388,iteration
6,0,1,6,18.67,6.5,iteration
6,0,1,7,23.75,6.77,iteration
6,0,1,8,26.9,7.01,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.87,4.501,iteration
8,0,1,3,4.46,5.678,iteration
8,0,1,4,6.05,6.065,iteration
8,0,1,5,10.04,6.372,iteration
8,0,1,6,18.67,6.5,iteration
8,0,1,7,23.75,6.77,iteration
8,0,1,8,26.9,7.01,iteration
8,0,1,9,45.0,8.1,iteration
