iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.64,4.786,iteration
2,0,1,3,3.88,5.614,iteration
2,0,1,4,5.0,5.868,iteration
2,0,1,5,8.91,6.179,iteration
2,0,1,6,19.02,6.43,iteration
2,0,1,7,23.33,6.64,iteration
2,0,1,8,26.36,6.92,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.64,4.779,iteration
4,0,1,3,3.88,5.611,iteration
4,0,1,4,5.0,5.88,iteration
4,0,1,5,8.91,6.176,iteration
4,0,1,6,19.02,6.43,iteration
4,0,1,7,23.33,6.64,iteration
4,0,1,8,26.36,6.92,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.64,4.773,iteration
6,0,1,3,3.88,5.617,iteration
6,0,1,4,5.0,5.885,iteration
6,0,1,5,8.91,6.173,iteration
6,0,1,6,19.02,6.43,iteration
6,0,1,7,23.33,6.64,iteration
6,0,1,8,26.36,6.92,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.64,4.767,iteration
8,0,1,3,3.88,5.623,iteration
8,0,1,4,5.0,5.888,iteration
8,0,1,5,8.91,6.171,iteration
8,0,1,6,19.02,6.43,iteration
8,0,1,7,23.33,6.64,iteration
8,0,1,8,26.36,6.92,iteration
8,0,1,9,45.0,8.1,iteration
