iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.018615,0.01272,0.112782,,True,True,False,accepted
1,0,0,0.001941,0.001326,0.03642,6.915,True,True,False,accepted
2,0,0,0.001488,0.00095,0.030821,1.264,True,True,False,accepted
3,0,0,0.001373,0.000938,0.030627,0.362,True,True,False,accepted
4,0,0,0.001447,0.000924,0.030394,0.537,True,True,False,accepted
5,0,0,0.001352,0.000924,0.030395,0.257,True,True,False,accepted
6,0,0,0.001436,0.000917,0.030281,0.386,True,True,False,accepted
7,0,0,0.00134,0.000916,0.030257,0.16,True,True,False,accepted
8,0,0,0.001431,0.000914,0.030231,0.294,True,True,True,accepted
