iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.008720930232558145,0.5089563112598444,0.5090310220363282,0.3526279069767442,-1.569,0.854,43
1,0,x,0.2622325581395348,6.2455814440149355,6.251084185033193,4.923348837209303,-9.675,17.412,43
1,0,y,2.5522558139534883,6.260587274975286,6.760840389141121,5.378488372093023,-8.941,20.714,43
1,0,z,1.1929302325581397,1.3770781571669988,1.8219294143016833,1.7276279069767442,-2.0,2.0,43
2,0,origin_time,0.07573913043478263,0.15055959888574078,0.16853666869750386,0.1345217391304348,-0.638,0.288,46
2,0,x,-0.015391304347826089,0.5326976660382947,0.5329199711515547,0.3947826086956522,-1.868,1.241,46
2,0,y,-0.01832608695652174,0.9123330592818618,0.912517099303755,0.5763260869565218,-2.376,3.483,46
2,0,z,0.192804347826087,1.0652431161490017,1.082550882427001,0.9435869565217392,-1.809,2.0,46
3,0,origin_time,-0.04823913043478262,0.21615586011050777,0.22147318023909215,0.14697826086956522,-0.952,0.35,46
3,0,x,0.020869565217391327,0.8576421826272015,0.8578960614048258,0.5345217391304348,-3.775,1.525,46
3,0,y,0.2443260869565218,1.3855607255194844,1.406937724588251,0.8403695652173914,-3.173,6.18,46
3,0,z,-0.19039130434782606,1.4680323488655453,1.4803269321629449,1.3591739130434781,-2.0,2.0,46
4,0,origin_time,0.11710869565217392,0.0660800661453735,0.134465689821346,0.12423913043478264,-0.111,0.267,46
4,0,x,-0.07845652173913044,0.21198212665855656,0.22603505884284178,0.19989130434782607,-0.477,0.362,46
4,0,y,-0.022130434782608698,0.1400468258174747,0.14178458860263124,0.10082608695652173,-0.293,0.614,46
4,0,z,-0.045934782608695636,0.9470573740063141,0.9481706987209864,0.6853260869565218,-2.0,2.0,46
5,0,origin_time,0.006108695652173914,0.09815099907814391,0.09834091103202519,0.05497826086956521,-0.229,0.303,46
5,0,x,-0.014152173913043478,0.10714130600191432,0.10807193658975892,0.06071739130434783,-0.363,0.435,46
5,0,y,0.02195652173913043,0.11187686486601922,0.11401105972286389,0.07730434782608697,-0.189,0.481,46
5,0,z,-0.13080434782608694,0.9593642963048888,0.9682404817165944,0.6805869565217392,-2.0,2.0,46
6,0,origin_time,0.05382608695652173,0.061458471078418356,0.08169694795001724,0.061086956521739115,-0.055,0.257,46
6,0,x,-0.009326086956521736,0.11636058169175939,0.11673371779209818,0.10232608695652173,-0.312,0.203,46
6,0,y,0.02843478260869565,0.05206085576720393,0.05932006039458651,0.04226086956521739,-0.076,0.189,46
6,0,z,-0.034934782608695654,0.762451093290406,0.7632510129018186,0.48384782608695653,-2.0,1.744,46
7,0,origin_time,0.0035652173913043486,0.049035325409302825,0.04916476292064753,0.02447826086956522,-0.081,0.204,46
7,0,x,-0.0040217391304347835,0.06111873303178174,0.0612509094874801,0.02780434782608696,-0.254,0.264,46
7,0,y,0.005565217391304349,0.03851405851391944,0.038914063625199655,0.02269565217391304,-0.119,0.151,46
7,0,z,-0.05378260869565217,0.5499106217117975,0.5525343979061983,0.30517391304347824,-2.0,0.94,46
8,0,origin_time,0.006869565217391305,0.037826611690513295,0.03844533103331105,0.01734782608695652,-0.041,0.185,46
8,0,x,0.029978260869565218,0.05165541729679337,0.059724184890792495,0.041065217391304344,-0.124,0.293,46
8,0,y,0.0402608695652174,0.027364237834943156,0.04867996641776556,0.042478260869565215,-0.025,0.155,46
8,0,z,-0.0688913043478261,0.3995287021447009,0.40542471021408394,0.21380434782608693,-1.761,0.641,46
