iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.017750000000000002,0.08139986179349447,0.08331266410336426,0.05450000000000001,-0.073,0.2,0.2,8
4,0,1,0.026125000000000002,0.07344119671546755,0.07794950288488055,0.043375000000000004,-0.043,0.2,0.2,8
6,0,1,0.012,0.03329414362917298,0.03539067673837278,0.017,-0.015,0.097,0.097,8
8,0,1,0.002,0.009,0.009219544457292887,0.0045000000000000005,-0.01,0.024,0.024,8
