ort,lat,lon,dep,mag
2012-08-14 12:10:18.450,38.3722,46.7971,17.78,2.3
2012-08-14 12:34:10.720,38.3883,46.6517,4.1,2.7
2012-08-14 13:58:41.590,38.3843,46.6615,4.61,2.0
2012-08-14 17:05:18.130,38.3881,46.6418,3.79,1.9
2012-08-14 18:42:58.000,38.3939,46.8713,9.04,1.9
2012-08-14 21:11:55.190,38.3965,46.7642,13.58,1.2
2012-08-14 22:37:19.150,38.4007,46.836,11.66,1.5
2012-08-14 23:12:02.000,38.3876,46.6752,4.51,1.6
2012-08-14 23:26:52.250,38.4008,46.7913,14.21,1.2
2012-08-14 23:33:32.590,38.3886,46.6443,4.62,2.1
2012-08-14 23:34:16.280,38.3797,46.782,10.34,1.2
2012-08-14 23:42:05.670,38.3799,46.6618,4.63,1.6
2012-08-14 23:56:13.160,38.3949,46.7434,13.49,1.1
2012-08-15 00:30:24.790,38.3945,46.8525,17.05,1.1
2012-08-15 01:12:33.040,38.3838,46.6691,5.05,0.0
2012-08-15 01:13:31.980,38.3644,46.7611,13.3,1.3
2012-08-15 01:15:32.040,38.409,46.7145,15.8,1.6
2012-08-15 01:16:30.100,38.396,46.874,13.64,0.8
2012-08-15 01:19:01.710,38.396,46.8545,8.74,1.3
2012-08-15 01:32:22.110,38.4044,46.7926,10.45,1.9
2012-08-15 02:04:38.090,38.3811,46.6389,3.58,1.8
2012-08-15 02:27:22.390,38.3891,46.6869,3.87,1.8
2012-08-15 02:39:11.940,38.3924,46.842,10.9,2.0
2012-08-15 02:53:43.590,38.4007,46.7616,11.34,1.5
2012-08-15 03:44:30.480,38.3823,46.6723,15.2,0.0
2012-08-15 06:13:54.600,38.4023,46.7767,11.26,1.9
2012-08-15 06:25:10.670,38.3956,46.773,12.86,2.6
2012-08-15 07:12:14.340,38.3843,46.6226,4.35,2.5
2012-08-15 09:03:23.650,38.3806,46.7974,13.45,1.6
2012-08-15 09:25:49.240,38.3913,46.796,12.16,2.2
2012-08-15 10:00:34.910,38.4141,46.7958,16.05,2.6
2012-08-15 10:53:24.960,38.382,46.6273,4.51,2.4
2012-08-15 10:56:57.310,38.3998,46.7032,4.17,2.9
2012-08-15 11:23:44.180,38.3867,46.662,4.71,1.9
2012-08-15 11:39:29.320,38.3746,46.6729,4.54,2.0
2012-08-15 12:03:56.910,38.3697,46.8067,10.23,1.6
2012-08-15 13:19:01.200,38.4304,46.6947,4.25,2.2
2012-08-15 14:20:41.440,38.4007,46.7865,12.74,1.6
2012-08-15 16:01:21.520,38.3919,46.6667,6.01,1.6
2012-08-15 16:37:21.080,38.3827,46.6615,4.66,2.2
2012-08-15 19:59:43.820,38.3791,46.6336,5.39,1.6
2012-08-15 20:38:42.950,38.3981,46.7962,12.55,1.8
2012-08-15 20:41:16.260,38.3912,46.8265,4.71,1.2
2012-08-15 20:54:02.820,38.4147,46.7284,15.52,1.3
2012-08-15 21:02:50.030,38.3854,46.6536,6.5,2.5
2012-08-15 21:14:04.600,38.423,46.7249,13.57,1.2
