iteration,backup,event,origin_time_change,dx,dy,dz,change_type,applied
1,0,1,0.178,0.856,5.212,2.0,iteration,True
1,0,2,0.508,-8.556,5.092,2.0,iteration,True
1,0,3,-0.033,-0.971,1.64,2.0,iteration,True
1,0,4,0.003,-0.66,-4.394,2.0,iteration,True
1,0,5,0.351,6.379,-6.525,2.0,iteration,True
1,0,6,-0.307,-8.11,-1.818,2.0,iteration,True
1,0,7,0.306,6.04,3.209,2.0,iteration,True
1,0,8,0.339,-5.652,6.708,2.0,iteration,True
1,0,9,0.82,-2.002,-6.941,2.0,iteration,True
1,0,11,-0.099,11.448,-3.011,2.0,iteration,True
1,0,12,0.359,2.747,7.056,2.0,iteration,True
1,0,13,-0.241,17.412,4.361,2.0,iteration,True
1,0,15,-0.008,7.474,-2.876,-0.872,iteration,True
1,0,16,0.213,8.497,4.754,2.0,iteration,True
1,0,17,-1.322,-2.66,-0.531,-2.0,iteration,True
1,0,18,-0.252,-0.188,9.674,1.773,iteration,True
1,0,19,0.528,8.5,4.566,2.0,iteration,True
1,0,20,-0.356,-2.564,3.977,-2.0,iteration,True
1,0,21,0.27,1.975,5.755,1.482,iteration,True
1,0,22,-0.022,0.637,-4.847,2.0,iteration,True
1,0,23,0.227,4.759,-0.327,2.0,iteration,True
1,0,24,0.142,-2.418,3.414,2.0,iteration,True
1,0,25,-0.152,-0.461,-4.823,0.968,iteration,True
1,0,26,-0.541,3.03,-8.941,-2.0,iteration,True
1,0,27,0.588,0.993,14.366,2.0,iteration,True
1,0,28,-0.096,-5.727,1.342,-0.114,iteration,True
1,0,29,-1.563,7.45,5.779,-1.794,iteration,True
1,0,30,0.415,-7.565,-0.192,2.0,iteration,True
1,0,31,-0.232,-8.434,10.793,2.0,iteration,True
1,0,32,0.216,-8.156,0.186,2.0,iteration,True
1,0,33,0.099,6.159,-1.654,2.0,iteration,True
1,0,34,-0.015,-1.861,2.125,2.0,iteration,True
1,0,35,0.854,-7.256,8.656,2.0,iteration,True
1,0,36,-0.242,-8.166,2.644,0.559,iteration,True
1,0,37,0.386,1.408,7.544,2.0,iteration,True
1,0,38,-0.027,-7.283,11.447,2.0,iteration,True
1,0,39,-0.163,-9.675,-2.86,-0.474,iteration,True
1,0,40,0.157,5.003,9.221,1.967,iteration,True
1,0,42,-0.241,-1.844,-7.792,0.043,iteration,True
1,0,43,0.435,0.005,20.714,2.0,iteration,True
1,0,44,-1.569,-0.005,-2.365,-2.0,iteration,True
1,0,45,-0.064,0.425,10.276,-0.242,iteration,True
1,0,46,-0.224,10.293,-0.867,2.0,iteration,True
2,0,1,0.065,-0.196,0.269,1.516,iteration,True
2,0,2,0.02,-1.868,2.893,1.909,iteration,True
2,0,3,0.142,0.209,0.035,0.988,iteration,True
2,0,4,0.145,-0.128,-0.524,0.269,iteration,True
2,0,5,0.025,0.286,-2.376,1.111,iteration,True
2,0,6,0.143,-0.354,-0.362,-0.131,iteration,True
2,0,7,0.042,-0.176,0.26,0.987,iteration,True
2,0,8,-0.021,-0.661,0.129,1.021,iteration,True
2,0,9,-0.144,-0.213,-0.772,1.916,iteration,True
2,0,10,-0.638,1.241,0.616,1.228,iteration,True
2,0,11,0.116,0.046,-0.565,-0.087,iteration,True
2,0,12,0.012,0.817,1.174,1.253,iteration,True
2,0,13,0.17,0.808,1.165,0.207,iteration,True
2,0,14,0.229,-0.06,-1.681,-1.337,iteration,True
2,0,15,0.146,0.099,-0.273,-0.721,iteration,True
2,0,16,0.278,-0.629,3.483,2.0,iteration,True
2,0,17,0.19,-0.164,-0.146,-1.56,iteration,True
2,0,18,0.092,-0.544,0.196,-0.304,iteration,True
2,0,19,-0.126,0.617,-0.098,1.0,iteration,True
2,0,20,0.179,-0.231,-0.128,-0.79,iteration,True
2,0,21,0.037,0.347,-0.081,-0.381,iteration,True
2,0,22,0.131,0.131,-0.496,0.807,iteration,True
2,0,23,0.121,-0.097,-0.32,0.978,iteration,True
2,0,24,0.14,-0.067,-0.164,1.557,iteration,True
2,0,25,0.106,0.14,-0.497,0.566,iteration,True
2,0,26,0.217,-0.377,-0.291,-1.059,iteration,True
2,0,27,-0.141,-0.014,0.143,1.079,iteration,True
2,0,28,0.168,0.226,-0.178,-0.634,iteration,True
2,0,29,0.288,-0.299,0.498,-1.604,iteration,True
2,0,30,-0.008,-0.954,-0.545,1.554,iteration,True
2,0,31,0.093,-0.387,0.365,-0.089,iteration,True
2,0,32,0.035,-0.213,-0.558,0.621,iteration,True
2,0,33,0.12,0.863,0.323,0.958,iteration,True
2,0,34,0.138,0.119,0.039,1.002,iteration,True
2,0,35,-0.221,0.205,0.049,-0.333,iteration,True
2,0,36,0.16,-0.395,-0.25,-0.488,iteration,True
2,0,37,0.015,1.107,0.852,1.152,iteration,True
2,0,38,0.076,-0.401,0.21,0.248,iteration,True
2,0,39,0.172,0.252,-0.347,-1.163,iteration,True
2,0,40,0.057,0.335,0.135,-0.836,iteration,True
2,0,41,0.156,0.26,-0.7,-1.809,iteration,True
2,0,42,0.136,-0.314,-0.36,-0.208,iteration,True
2,0,43,-0.053,-0.199,-0.819,-1.189,iteration,True
2,0,44,0.208,-0.493,-0.402,-1.499,iteration,True
2,0,45,0.127,0.24,-0.457,-1.046,iteration,True
2,0,46,0.141,0.378,-0.287,0.21,iteration,True
3,0,1,-0.16,0.093,0.623,2.0,iteration,True
3,0,2,-0.262,-3.775,3.708,1.964,iteration,True
3,0,3,0.056,-0.229,-0.328,0.98,iteration,True
3,0,4,-0.012,-0.483,-0.445,0.01,iteration,True
3,0,5,-0.206,0.961,-3.173,1.093,iteration,True
3,0,6,0.013,-0.253,-0.292,-1.05,iteration,True
3,0,7,-0.158,0.236,0.603,1.417,iteration,True
3,0,8,-0.144,-1.443,-0.169,0.992,iteration,True
3,0,9,-0.462,-0.036,-0.952,2.0,iteration,True
3,0,10,-0.952,1.473,1.095,0.89,iteration,True
3,0,11,-0.025,0.35,-0.493,-0.851,iteration,True
3,0,12,-0.15,1.525,2.618,1.128,iteration,True
3,0,13,0.02,1.305,2.003,-0.518,iteration,True
3,0,14,0.29,0.836,-2.141,-2.0,iteration,True
3,0,15,0.005,-0.105,-0.044,-1.746,iteration,True
3,0,16,0.133,-1.054,6.18,2.0,iteration,True
3,0,17,0.255,-0.266,-0.011,-2.0,iteration,True
3,0,18,-0.052,0.028,0.479,-1.027,iteration,True
3,0,19,-0.13,1.467,0.457,1.651,iteration,True
3,0,20,0.074,0.058,-0.02,-2.0,iteration,True
3,0,21,-0.143,0.074,0.105,-0.875,iteration,True
3,0,22,0.066,-0.144,-1.193,0.763,iteration,True
3,0,23,-0.07,0.424,-0.108,1.452,iteration,True
3,0,24,0.209,0.081,0.843,2.0,iteration,True
3,0,25,-0.061,0.086,-0.544,0.214,iteration,True
3,0,26,0.135,-0.206,-0.213,-2.0,iteration,True
3,0,27,-0.363,0.246,0.429,1.14,iteration,True
3,0,28,0.039,-0.151,0.134,-1.569,iteration,True
3,0,29,0.35,0.091,1.048,-2.0,iteration,True
3,0,30,0.079,-0.905,0.62,2.0,iteration,True
3,0,31,-0.052,-0.186,0.548,-0.994,iteration,True
3,0,32,-0.086,-0.866,-0.942,0.575,iteration,True
3,0,33,-0.024,1.113,0.458,0.805,iteration,True
3,0,34,0.046,-0.401,-0.281,0.973,iteration,True
3,0,35,-0.426,0.079,0.413,-1.055,iteration,True
3,0,36,0.046,-0.109,0.056,-1.597,iteration,True
3,0,37,-0.154,1.262,1.459,0.835,iteration,True
3,0,38,-0.085,-0.176,0.536,-0.356,iteration,True
3,0,39,0.053,0.031,-0.188,-2.0,iteration,True
3,0,40,-0.093,0.12,0.533,-1.987,iteration,True
3,0,41,0.086,-0.358,-0.331,-2.0,iteration,True
3,0,42,0.017,-0.029,-0.239,-1.297,iteration,True
3,0,43,-0.22,0.276,-0.827,-2.0,iteration,True
3,0,44,0.288,-0.518,-0.331,-2.0,iteration,True
3,0,45,-0.0,-0.121,-0.154,-2.0,iteration,True
3,0,46,0.011,0.559,-0.29,-0.718,iteration,True
4,0,1,0.046,-0.236,-0.089,1.024,iteration,True
4,0,2,0.09,-0.129,0.05,-0.897,iteration,True
4,0,3,0.111,0.163,-0.032,0.326,iteration,True
4,0,4,0.101,0.204,-0.062,0.039,iteration,True
4,0,5,0.085,-0.383,-0.28,0.146,iteration,True
4,0,6,0.156,-0.18,-0.068,-0.069,iteration,True
4,0,7,0.075,-0.32,0.069,0.729,iteration,True
4,0,8,0.106,0.038,0.025,0.248,iteration,True
4,0,9,0.046,-0.218,-0.126,1.419,iteration,True
4,0,10,0.086,0.362,0.088,0.272,iteration,True
4,0,11,0.137,-0.195,-0.124,-0.05,iteration,True
4,0,12,0.07,0.223,0.087,0.116,iteration,True
4,0,13,0.128,-0.036,0.141,0.068,iteration,True
4,0,14,0.267,-0.108,-0.293,-2.0,iteration,True
4,0,15,0.121,0.105,-0.052,-0.302,iteration,True
4,0,16,-0.111,-0.121,0.614,2.0,iteration,True
4,0,17,0.21,-0.217,0.01,-1.865,iteration,True
4,0,18,0.173,-0.407,-0.024,-0.323,iteration,True
4,0,19,0.109,-0.236,-0.082,0.871,iteration,True
4,0,20,0.174,-0.238,-0.044,-0.547,iteration,True
4,0,21,0.095,0.205,0.011,-0.014,iteration,True
4,0,22,0.115,0.06,-0.125,0.139,iteration,True
4,0,23,0.066,-0.338,-0.027,0.985,iteration,True
4,0,24,-0.029,-0.204,0.175,1.861,iteration,True
