iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.5616097560975609,0.0768323731467091,0.5668410109610252,0.5616097560975609,-0.733,-0.426,41
1,0,x,-0.005999999999999997,0.3305551132970556,0.33060956266694597,0.2749756097560976,-0.768,0.694,41
1,0,y,-0.02995121951219513,0.3567679406478706,0.35802295879508933,0.2941951219512195,-0.84,0.594,41
1,0,z,1.205780487804878,0.5360519865667891,1.319567473482569,1.205780487804878,0.143,2.0,41
2,0,origin_time,0.1021219512195122,0.05139573633353173,0.11432591409713871,0.1021219512195122,0.025,0.211,41
2,0,x,0.2533414634146342,0.1632284961007784,0.3013725916940528,0.26212195121951226,-0.136,0.533,41
2,0,y,-0.27302439024390246,0.2424320360184331,0.36512410185592725,0.32190243902439025,-0.638,0.325,41
2,0,z,-0.12329268292682927,0.27721359589915223,0.30339489681705945,0.2167560975609756,-0.84,0.373,41
3,0,origin_time,0.011878048780487807,0.007880804471598803,0.014254652642250513,0.012951219512195123,-0.02,0.029,41
3,0,x,0.018439024390243905,0.01367755644359393,0.02295807419475134,0.019804878048780488,-0.017,0.046,41
3,0,y,-0.03131707317073171,0.03682949442670037,0.04834429368299135,0.04253658536585366,-0.09,0.061,41
3,0,z,-0.05192682926829268,0.09845944819430459,0.11131333494503418,0.07612195121951221,-0.415,0.115,41
4,0,origin_time,0.011170731707317074,0.013028865587187344,0.017162068213529908,0.01497560975609756,-0.021,0.028,41
4,0,x,0.16321951219512196,0.02611280612390184,0.165295153603722,0.16321951219512196,0.112,0.214,41
4,0,y,-0.20082926829268294,0.04163775399803872,0.2051002134591176,0.20082926829268294,-0.27,-0.1,41
4,0,z,-0.09397560975609756,0.0955981140248907,0.1340537751581295,0.1031951219512195,-0.348,0.082,41
5,0,origin_time,0.01702439024390244,0.002214010871787359,0.01716775195874734,0.01702439024390244,0.013,0.026,41
5,0,x,0.005121951219512195,0.0073656921319714625,0.008971499589146108,0.007414634146341463,-0.024,0.019,41
5,0,y,-0.015707317073170732,0.0191543714712971,0.024771147654026063,0.021414634146341465,-0.042,0.071,41
5,0,z,-0.04880487804878048,0.04774332772292165,0.06827401748406661,0.053682926829268285,-0.228,0.096,41
6,0,origin_time,-0.003463414634146342,0.008851340152011734,0.009504812644899116,0.007951219512195122,-0.019,0.009,41
6,0,x,0.12282926829268291,0.014354233571174184,0.12366516555090083,0.12282926829268291,0.066,0.146,41
6,0,y,-0.12351219512195122,0.024528850063248828,0.12592429006854988,0.12351219512195122,-0.166,-0.073,41
6,0,z,-0.06148780487804878,0.06895142226065251,0.0923853277338334,0.06904878048780488,-0.281,0.037,41
7,0,origin_time,0.016902439024390245,0.0009828995941273111,0.016930993372669127,0.016902439024390245,0.015,0.019,41
7,0,x,0.004878048780487805,0.0027157635763259127,0.005583075470322524,0.004926829268292683,-0.001,0.011,41
7,0,y,-0.011292682926829268,0.006776011858338402,0.0131696250664263,0.01148780487804878,-0.026,0.003,41
7,0,z,-0.03841463414634147,0.028461335012957657,0.0478093265725117,0.03841463414634147,-0.141,-0.006,41
8,0,origin_time,-0.007048780487804879,0.007525408082321712,0.010311017077414416,0.007878048780487805,-0.027,0.003,41
8,0,x,0.09478048780487805,0.012956799128815939,0.09566200662852062,0.09478048780487805,0.045,0.12,41
8,0,y,-0.07085365853658537,0.0244645696782498,0.07495836242582261,0.07309756097560977,-0.101,0.046,41
8,0,z,-0.03851219512195122,0.047843811920496866,0.06141839718028403,0.04675609756097561,-0.141,0.037,41
