iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.002333333333333333,0.018018509002319442,0.01816896009988219,0.010777777777777778,-0.031,0.04,0.04,9
4,0,1,-0.0006666666666666668,0.005099019513592784,0.005142416206847171,0.0031111111111111114,-0.008,0.011,0.011,9
6,0,1,-0.0008888888888888889,0.005237566110841189,0.005312459150169742,0.003333333333333333,-0.012,0.006,0.012,9
8,0,1,-0.00033333333333333327,0.004944132324730442,0.004955356249106169,0.0030000000000000005,-0.009,0.01,0.01,9
