iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,0.1168529411764706,0.4486765592766026,0.46364346723089106,0.3566764705882353,-0.729,1.118,34
1,0,x,0.1640882352941177,5.017652271306168,5.02033457696854,4.247911764705883,-9.193,8.837,34
1,0,y,-0.027029411764705844,6.157217359877919,6.157276687455449,5.227088235294117,-8.94,13.926,34
1,0,z,0.8069411764705883,1.6922094666124325,1.8747605023512925,1.8028235294117647,-2.0,2.0,34
2,0,origin_time,0.08650000000000001,0.19185770882292588,0.21045576835711252,0.16802173913043478,-0.801,0.373,46
2,0,x,-0.38591304347826083,0.7395943607988907,0.8342234087174574,0.6853043478260871,-2.507,1.699,46
2,0,y,-0.1356521739130435,1.3907783278718011,1.3973782127846484,0.8636086956521739,-3.682,5.915,46
2,0,z,0.34354347826086956,1.4495363232625345,1.4896904624495129,1.3630217391304351,-2.0,2.0,46
3,0,origin_time,-0.05989130434782609,0.22092407000368777,0.22889825915344628,0.13771739130434785,-0.939,0.293,46
3,0,x,-0.0926304347826087,0.6611718634264223,0.6676291114344721,0.48384782608695664,-1.844,1.415,46
3,0,y,-0.2627391304347826,1.4706737946288222,1.493958922082386,0.9722608695652173,-4.608,4.149,46
3,0,z,-0.06826086956521737,1.555321082952811,1.556818299414323,1.4094782608695653,-2.0,2.0,46
4,0,origin_time,0.14963043478260865,0.08516208553607903,0.17216808016031007,0.15119565217391304,-0.036,0.307,46
4,0,x,-0.38310869565217404,0.2044912274360411,0.4342682751279544,0.39228260869565224,-0.827,0.092,46
4,0,y,-0.1639782608695652,0.2418684055728791,0.29221429748075967,0.2282826086956522,-0.827,0.509,46
4,0,z,-0.07495652173913045,1.2022724851481978,1.2046068274319435,0.9801739130434781,-2.0,2.0,46
5,0,origin_time,-0.009652173913043478,0.05436239804645357,0.05521263245497986,0.03760869565217391,-0.14,0.103,46
5,0,x,-0.04010869565217391,0.07838123895447052,0.08804729460327854,0.06389130434782611,-0.268,0.123,46
5,0,y,-0.01756521739130434,0.11485390572259767,0.11618931328542713,0.08630434782608695,-0.343,0.223,46
5,0,z,-0.05895652173913044,1.091568316420914,1.093159302603955,0.809695652173913,-2.0,2.0,46
6,0,origin_time,0.03708695652173913,0.043429516153716645,0.05711011484309329,0.0508695652173913,-0.074,0.119,46
6,0,x,-0.13399999999999998,0.06340141268485097,0.14824216380785457,0.13482608695652173,-0.326,0.011,46
6,0,y,-0.11704347826086957,0.06006806158587364,0.13155739365800373,0.11934782608695654,-0.287,0.02,46
6,0,z,-0.11373913043478263,0.8760583769208288,0.8834109290501321,0.6049565217391304,-2.0,2.0,46
7,0,origin_time,-0.007782608695652174,0.03190877829571578,0.03284416432845846,0.021086956521739135,-0.102,0.049,46
7,0,x,-0.01717391304347826,0.04518094266768086,0.04833488253389283,0.03143478260869565,-0.153,0.08,46
7,0,y,-0.0033695652173913043,0.05097158573151199,0.05108283979712885,0.03380434782608696,-0.149,0.164,46
7,0,z,-0.06795652173913043,0.6172772246103725,0.621006651228121,0.36169565217391303,-2.0,1.262,46
8,0,origin_time,0.00013043478260869548,0.019248499315477053,0.0192489412469994,0.013913043478260872,-0.058,0.047,46
8,0,x,0.03754347826086957,0.03792596135134138,0.05336563786134131,0.04567391304347827,-0.078,0.113,46
8,0,y,-0.05917391304347825,0.034816478075153666,0.06865667578928347,0.06343478260869563,-0.155,0.052,46
8,0,z,-0.12169565217391308,0.40642245474410843,0.4242511561307298,0.2693478260869565,-1.868,0.593,46
