iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.060177,0.043014,0.207398,,True,True,False,accepted
1,0,0,0.030686,0.021934,0.148102,9.523,True,True,False,accepted
2,0,0,0.002907,0.001931,0.043947,3.658,True,True,False,accepted
3,0,0,0.002399,0.001715,0.041413,0.879,True,True,False,accepted
4,0,0,0.00236,0.001568,0.039595,1.622,True,True,False,accepted
5,0,0,0.002179,0.001558,0.039466,0.414,True,True,False,accepted
6,0,0,0.002268,0.001507,0.038815,1.056,True,True,False,accepted
7,0,0,0.002078,0.001486,0.038544,0.433,True,True,False,accepted
8,0,0,0.002209,0.001467,0.038305,0.828,True,True,True,accepted
