iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.85,4.501,iteration
2,0,1,3,3.61,4.619,iteration
2,0,1,4,5.75,5.832,iteration
2,0,1,5,9.39,6.172,iteration
2,0,1,6,12.24,6.341,iteration
2,0,1,7,19.72,6.59,iteration
2,0,1,8,23.01,6.88,iteration
2,0,1,9,26.96,7.08,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.85,4.501,iteration
4,0,1,3,3.61,4.502,iteration
4,0,1,4,5.75,5.901,iteration
4,0,1,5,9.39,6.207,iteration
4,0,1,6,12.24,6.435,iteration
4,0,1,7,19.72,6.59,iteration
4,0,1,8,23.01,6.88,iteration
4,0,1,9,26.96,7.08,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.85,4.501,iteration
6,0,1,3,3.61,4.502,iteration
6,0,1,4,5.75,5.939,iteration
6,0,1,5,9.39,6.242,iteration
6,0,1,6,12.24,6.462,iteration
6,0,1,7,19.72,6.59,iteration
6,0,1,8,23.01,6.88,iteration
6,0,1,9,26.96,7.08,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.85,4.501,iteration
8,0,1,3,3.61,4.502,iteration
8,0,1,4,5.75,5.969,iteration
8,0,1,5,9.39,6.225,iteration
8,0,1,6,12.24,6.457,iteration
8,0,1,7,19.72,6.59,iteration
8,0,1,8,23.01,6.88,iteration
8,0,1,9,26.96,7.08,iteration
8,0,1,10,45.0,8.1,iteration
