iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.033741,0.024117,0.155297,,True,True,False,accepted
1,0,0,0.024939,0.017826,0.133514,4.829,True,True,False,accepted
2,0,0,0.002418,0.001611,0.040136,3.306,True,True,False,accepted
3,0,0,0.002215,0.001583,0.03979,0.57,True,True,False,accepted
4,0,0,0.002186,0.001456,0.038161,1.573,True,True,False,accepted
5,0,0,0.00203,0.001451,0.038091,0.196,True,True,False,accepted
6,0,0,0.002106,0.001402,0.037449,1.009,True,True,False,accepted
7,0,0,0.001958,0.0014,0.03741,0.132,True,True,False,accepted
8,0,0,0.002063,0.001374,0.03707,0.695,True,True,True,accepted
