iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.89,4.501,iteration
2,0,1,3,3.99,4.697,iteration
2,0,1,4,5.82,5.829,iteration
2,0,1,5,10.17,6.082,iteration
2,0,1,6,12.35,6.26,iteration
2,0,1,7,18.99,6.5,iteration
2,0,1,8,22.28,6.72,iteration
2,0,1,9,27.12,7.05,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.89,4.501,iteration
4,0,1,3,3.99,4.585,iteration
4,0,1,4,5.82,5.909,iteration
4,0,1,5,10.17,6.093,iteration
4,0,1,6,12.35,6.355,iteration
4,0,1,7,18.99,6.5,iteration
4,0,1,8,22.28,6.72,iteration
4,0,1,9,27.12,7.05,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.89,4.501,iteration
6,0,1,3,3.99,4.533,iteration
6,0,1,4,5.82,5.958,iteration
6,0,1,5,10.17,6.075,iteration
6,0,1,6,12.35,6.412,iteration
6,0,1,7,18.99,6.5,iteration
6,0,1,8,22.28,6.72,iteration
6,0,1,9,27.12,7.05,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.89,4.501,iteration
8,0,1,3,3.99,4.516,iteration
8,0,1,4,5.82,5.979,iteration
8,0,1,5,10.17,6.091,iteration
8,0,1,6,12.35,6.433,iteration
8,0,1,7,18.99,6.5,iteration
8,0,1,8,22.28,6.72,iteration
8,0,1,9,27.12,7.05,iteration
8,0,1,10,45.0,8.1,iteration
