iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.0098,0.05701017453051692,0.05784634819934617,0.040400000000000005,-0.079,0.099,0.099,10
4,0,1,0.0112,0.030824665448306164,0.03279634125935391,0.0198,-0.043,0.071,0.071,10
6,0,1,0.0084,0.02397582115382078,0.025404723970159568,0.014599999999999998,-0.031,0.065,0.065,10
8,0,1,0.0023,0.008185963596303126,0.008502940667792525,0.0049,-0.013,0.017,0.017,10
