iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.31,4.823,iteration
2,0,1,3,3.8,5.711,iteration
2,0,1,4,4.94,6.026,iteration
2,0,1,5,10.42,6.41,iteration
2,0,1,6,19.06,6.57,iteration
2,0,1,7,22.45,6.86,iteration
2,0,1,8,26.92,7.0,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.31,4.87,iteration
4,0,1,3,3.8,5.738,iteration
4,0,1,4,4.94,5.995,iteration
4,0,1,5,10.42,6.399,iteration
4,0,1,6,19.06,6.57,iteration
4,0,1,7,22.45,6.86,iteration
4,0,1,8,26.92,7.0,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.31,4.91,iteration
6,0,1,3,3.8,5.73,iteration
6,0,1,4,4.94,5.973,iteration
6,0,1,5,10.42,6.37,iteration
6,0,1,6,19.06,6.57,iteration
6,0,1,7,22.45,6.86,iteration
6,0,1,8,26.92,7.0,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.31,4.948,iteration
8,0,1,3,3.8,5.726,iteration
8,0,1,4,4.94,5.955,iteration
8,0,1,5,10.42,6.342,iteration
8,0,1,6,19.06,6.57,iteration
8,0,1,7,22.45,6.86,iteration
8,0,1,8,26.92,7.0,iteration
8,0,1,9,45.0,8.1,iteration
