iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.39,4.501,iteration
2,0,1,3,4.37,5.01,iteration
2,0,1,4,6.69,5.893,iteration
2,0,1,5,10.55,6.149,iteration
2,0,1,6,13.29,6.403,iteration
2,0,1,7,19.0,6.65,iteration
2,0,1,8,23.53,6.96,iteration
2,0,1,9,26.51,7.09,iteration
2,0,1,10,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.39,4.501,iteration
4,0,1,3,4.37,5.019,iteration
4,0,1,4,6.69,5.957,iteration
4,0,1,5,10.55,6.186,iteration
4,0,1,6,13.29,6.463,iteration
4,0,1,7,19.0,6.65,iteration
4,0,1,8,23.53,6.96,iteration
4,0,1,9,26.51,7.09,iteration
4,0,1,10,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.39,4.501,iteration
6,0,1,3,4.37,5.075,iteration
6,0,1,4,6.69,6.001,iteration
6,0,1,5,10.55,6.225,iteration
6,0,1,6,13.29,6.513,iteration
6,0,1,7,19.0,6.65,iteration
6,0,1,8,23.53,6.96,iteration
6,0,1,9,26.51,7.09,iteration
6,0,1,10,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.39,4.501,iteration
8,0,1,3,4.37,5.147,iteration
8,0,1,4,6.69,6.039,iteration
8,0,1,5,10.55,6.245,iteration
8,0,1,6,13.29,6.556,iteration
8,0,1,7,19.0,6.65,iteration
8,0,1,8,23.53,6.96,iteration
8,0,1,9,26.51,7.09,iteration
8,0,1,10,45.0,8.1,iteration
