iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.22,4.763,iteration
2,0,1,3,4.68,5.81,iteration
2,0,1,4,5.08,6.04,iteration
2,0,1,5,9.27,6.379,iteration
2,0,1,6,19.17,6.62,iteration
2,0,1,7,23.09,6.87,iteration
2,0,1,8,27.24,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.22,4.801,iteration
4,0,1,3,4.68,5.824,iteration
4,0,1,4,5.08,6.004,iteration
4,0,1,5,9.27,6.365,iteration
4,0,1,6,19.17,6.62,iteration
4,0,1,7,23.09,6.87,iteration
4,0,1,8,27.24,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.22,4.825,iteration
6,0,1,3,4.68,5.84,iteration
6,0,1,4,5.08,5.985,iteration
6,0,1,5,9.27,6.346,iteration
6,0,1,6,19.17,6.62,iteration
6,0,1,7,23.09,6.87,iteration
6,0,1,8,27.24,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.22,4.847,iteration
8,0,1,3,4.68,5.866,iteration
8,0,1,4,5.08,5.967,iteration
8,0,1,5,9.27,6.325,iteration
8,0,1,6,19.17,6.62,iteration
8,0,1,7,23.09,6.87,iteration
8,0,1,8,27.24,6.96,iteration
8,0,1,9,45.0,8.1,iteration
