iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.44,4.789,iteration
2,0,1,3,5.28,5.823,iteration
2,0,1,4,5.73,5.916,iteration
2,0,1,5,9.11,6.232,iteration
2,0,1,6,19.12,6.45,iteration
2,0,1,7,22.58,6.58,iteration
2,0,1,8,26.93,6.91,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.44,4.792,iteration
4,0,1,3,5.28,5.832,iteration
4,0,1,4,5.73,5.923,iteration
4,0,1,5,9.11,6.216,iteration
4,0,1,6,19.12,6.45,iteration
4,0,1,7,22.58,6.58,iteration
4,0,1,8,26.93,6.91,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.44,4.796,iteration
6,0,1,3,5.28,5.84,iteration
6,0,1,4,5.73,5.925,iteration
6,0,1,5,9.11,6.205,iteration
6,0,1,6,19.12,6.45,iteration
6,0,1,7,22.58,6.58,iteration
6,0,1,8,26.93,6.91,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.44,4.8,iteration
8,0,1,3,5.28,5.848,iteration
8,0,1,4,5.73,5.924,iteration
8,0,1,5,9.11,6.196,iteration
8,0,1,6,19.12,6.45,iteration
8,0,1,7,22.58,6.58,iteration
8,0,1,8,26.93,6.91,iteration
8,0,1,9,45.0,8.1,iteration
