iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.17,4.917,iteration
2,0,1,3,4.82,5.82,iteration
2,0,1,4,5.66,6.004,iteration
2,0,1,5,8.46,6.336,iteration
2,0,1,6,19.37,6.59,iteration
2,0,1,7,22.58,6.89,iteration
2,0,1,8,26.12,7.03,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.17,4.964,iteration
4,0,1,3,4.82,5.907,iteration
4,0,1,4,5.66,5.991,iteration
4,0,1,5,8.46,6.346,iteration
4,0,1,6,19.37,6.59,iteration
4,0,1,7,22.58,6.89,iteration
4,0,1,8,26.12,7.03,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.17,5.001,iteration
6,0,1,3,4.82,5.932,iteration
6,0,1,4,5.66,5.989,iteration
6,0,1,5,8.46,6.351,iteration
6,0,1,6,19.37,6.59,iteration
6,0,1,7,22.58,6.89,iteration
6,0,1,8,26.12,7.03,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.17,5.044,iteration
8,0,1,3,4.82,5.936,iteration
8,0,1,4,5.66,5.998,iteration
8,0,1,5,8.46,6.341,iteration
8,0,1,6,19.37,6.59,iteration
8,0,1,7,22.58,6.89,iteration
8,0,1,8,26.12,7.03,iteration
8,0,1,9,45.0,8.1,iteration
