iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.91,4.764,iteration
2,0,1,3,3.91,5.761,iteration
2,0,1,4,4.95,5.998,iteration
2,0,1,5,9.31,6.293,iteration
2,0,1,6,18.7,6.48,iteration
2,0,1,7,21.87,6.8,iteration
2,0,1,8,27.75,7.07,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.91,4.773,iteration
4,0,1,3,3.91,5.778,iteration
4,0,1,4,4.95,5.981,iteration
4,0,1,5,9.31,6.289,iteration
4,0,1,6,18.7,6.48,iteration
4,0,1,7,21.87,6.8,iteration
4,0,1,8,27.75,7.07,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.91,4.781,iteration
6,0,1,3,3.91,5.802,iteration
6,0,1,4,4.95,5.968,iteration
6,0,1,5,9.31,6.277,iteration
6,0,1,6,18.7,6.48,iteration
6,0,1,7,21.87,6.8,iteration
6,0,1,8,27.75,7.07,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.91,4.788,iteration
8,0,1,3,3.91,5.811,iteration
8,0,1,4,4.95,5.962,iteration
8,0,1,5,9.31,6.268,iteration
8,0,1,6,18.7,6.48,iteration
8,0,1,7,21.87,6.8,iteration
8,0,1,8,27.75,7.07,iteration
8,0,1,9,45.0,8.1,iteration
