iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.58,4.685,iteration
2,0,1,3,3.76,5.099,iteration
2,0,1,4,4.35,5.872,iteration
2,0,1,5,9.15,6.163,iteration
2,0,1,6,19.12,6.4,iteration
2,0,1,7,21.4,6.8,iteration
2,0,1,8,26.64,7.1,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.58,4.708,iteration
4,0,1,3,3.76,5.094,iteration
4,0,1,4,4.35,5.871,iteration
4,0,1,5,9.15,6.201,iteration
4,0,1,6,19.12,6.4,iteration
4,0,1,7,21.4,6.8,iteration
4,0,1,8,26.64,7.1,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.58,4.727,iteration
6,0,1,3,3.76,5.103,iteration
6,0,1,4,4.35,5.864,iteration
6,0,1,5,9.15,6.198,iteration
6,0,1,6,19.12,6.4,iteration
6,0,1,7,21.4,6.8,iteration
6,0,1,8,26.64,7.1,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.58,4.746,iteration
8,0,1,3,3.76,5.108,iteration
8,0,1,4,4.35,5.86,iteration
8,0,1,5,9.15,6.172,iteration
8,0,1,6,19.12,6.4,iteration
8,0,1,7,21.4,6.8,iteration
8,0,1,8,26.64,7.1,iteration
8,0,1,9,45.0,8.1,iteration
