iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.037455,0.026773,0.163623,,True,True,False,accepted
1,0,0,0.024992,0.017864,0.133655,4.878,True,True,False,accepted
2,0,0,0.003994,0.00266,0.051578,2.553,True,True,False,accepted
3,0,0,0.003666,0.002621,0.051191,0.585,True,True,False,accepted
4,0,0,0.002497,0.001663,0.040783,1.857,True,True,False,accepted
5,0,0,0.002311,0.001652,0.04064,0.311,True,True,False,accepted
6,0,0,0.002381,0.001586,0.039827,1.176,True,True,False,accepted
7,0,0,0.002208,0.001578,0.039727,0.273,True,True,False,accepted
8,0,0,0.002304,0.001535,0.039175,0.889,True,True,True,accepted
