iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.55,4.768,iteration
2,0,1,3,4.42,5.63,iteration
2,0,1,4,5.58,5.88,iteration
2,0,1,5,9.28,6.136,iteration
2,0,1,6,19.71,6.42,iteration
2,0,1,7,21.49,6.65,iteration
2,0,1,8,26.81,6.97,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.55,4.757,iteration
4,0,1,3,4.42,5.652,iteration
4,0,1,4,5.58,5.876,iteration
4,0,1,5,9.28,6.142,iteration
4,0,1,6,19.71,6.42,iteration
4,0,1,7,21.49,6.65,iteration
4,0,1,8,26.81,6.97,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.55,4.748,iteration
6,0,1,3,4.42,5.666,iteration
6,0,1,4,5.58,5.877,iteration
6,0,1,5,9.28,6.143,iteration
6,0,1,6,19.71,6.42,iteration
6,0,1,7,21.49,6.65,iteration
6,0,1,8,26.81,6.97,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.55,4.744,iteration
8,0,1,3,4.42,5.68,iteration
8,0,1,4,5.58,5.878,iteration
8,0,1,5,9.28,6.139,iteration
8,0,1,6,19.71,6.42,iteration
8,0,1,7,21.49,6.65,iteration
8,0,1,8,26.81,6.97,iteration
8,0,1,9,45.0,8.1,iteration
