iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.037316,0.026673,0.163318,,True,True,False,accepted
1,0,0,0.026452,0.018907,0.137503,5.091,True,True,False,accepted
2,0,0,0.005833,0.003885,0.06233,2.265,True,True,False,accepted
3,0,0,0.005374,0.003842,0.06198,0.631,True,True,False,accepted
4,0,0,0.0024,0.001598,0.039979,2.382,True,True,False,accepted
5,0,0,0.002186,0.001562,0.039525,0.624,True,True,False,accepted
6,0,0,0.002172,0.001447,0.038038,1.582,True,True,False,accepted
7,0,0,0.001996,0.001427,0.03777,0.452,True,True,False,accepted
8,0,0,0.002056,0.001369,0.037003,1.127,True,True,True,accepted
