iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.86,4.501,iteration
2,0,1,3,3.7,5.568,iteration
2,0,1,4,6.18,6.008,iteration
2,0,1,5,9.82,6.353,iteration
2,0,1,6,19.71,6.64,iteration
2,0,1,7,22.86,6.82,iteration
2,0,1,8,26.2,7.03,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.86,4.501,iteration
4,0,1,3,3.7,5.631,iteration
4,0,1,4,6.18,6.081,iteration
4,0,1,5,9.82,6.354,iteration
4,0,1,6,19.71,6.64,iteration
4,0,1,7,22.86,6.82,iteration
4,0,1,8,26.2,7.03,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.86,4.501,iteration
6,0,1,3,3.7,5.681,iteration
6,0,1,4,6.18,6.123,iteration
6,0,1,5,9.82,6.388,iteration
6,0,1,6,19.71,6.64,iteration
6,0,1,7,22.86,6.82,iteration
6,0,1,8,26.2,7.03,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.86,4.501,iteration
8,0,1,3,3.7,5.719,iteration
8,0,1,4,6.18,6.143,iteration
8,0,1,5,9.82,6.402,iteration
8,0,1,6,19.71,6.64,iteration
8,0,1,7,22.86,6.82,iteration
8,0,1,8,26.2,7.03,iteration
8,0,1,9,45.0,8.1,iteration
