iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.56,4.622,iteration
2,0,1,3,4.12,5.54,iteration
2,0,1,4,4.89,5.869,iteration
2,0,1,5,9.35,6.218,iteration
2,0,1,6,18.96,6.41,iteration
2,0,1,7,23.01,6.67,iteration
2,0,1,8,26.98,6.98,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.56,4.623,iteration
4,0,1,3,4.12,5.561,iteration
4,0,1,4,4.89,5.866,iteration
4,0,1,5,9.35,6.206,iteration
4,0,1,6,18.96,6.41,iteration
4,0,1,7,23.01,6.67,iteration
4,0,1,8,26.98,6.98,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.56,4.623,iteration
6,0,1,3,4.12,5.577,iteration
6,0,1,4,4.89,5.865,iteration
6,0,1,5,9.35,6.196,iteration
6,0,1,6,18.96,6.41,iteration
6,0,1,7,23.01,6.67,iteration
6,0,1,8,26.98,6.98,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.56,4.623,iteration
8,0,1,3,4.12,5.592,iteration
8,0,1,4,4.89,5.865,iteration
8,0,1,5,9.35,6.183,iteration
8,0,1,6,18.96,6.41,iteration
8,0,1,7,23.01,6.67,iteration
8,0,1,8,26.98,6.98,iteration
8,0,1,9,45.0,8.1,iteration
