iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.65,4.569,iteration
2,0,1,3,3.89,4.75,iteration
2,0,1,4,5.6,5.46,iteration
2,0,1,5,8.22,5.709,iteration
2,0,1,6,10.05,5.921,iteration
2,0,1,7,13.48,6.114,iteration
2,0,1,8,15.73,6.407,iteration
2,0,1,9,19.19,6.42,iteration
2,0,1,10,23.32,6.68,iteration
2,0,1,11,27.14,7.0,iteration
2,0,1,12,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.65,4.501,iteration
4,0,1,3,3.89,4.55,iteration
4,0,1,4,5.6,5.545,iteration
4,0,1,5,8.22,5.81,iteration
4,0,1,6,10.05,5.983,iteration
4,0,1,7,13.48,6.168,iteration
4,0,1,8,15.73,6.487,iteration
4,0,1,9,19.19,6.488,iteration
4,0,1,10,23.32,6.68,iteration
4,0,1,11,27.14,7.0,iteration
4,0,1,12,45.0,8.1,iteration
6,0,1,1,-5.0,4.499,iteration
6,0,1,2,2.65,4.5,iteration
6,0,1,3,3.89,4.501,iteration
6,0,1,4,5.6,5.616,iteration
6,0,1,5,8.22,5.915,iteration
6,0,1,6,10.05,6.035,iteration
6,0,1,7,13.48,6.229,iteration
6,0,1,8,15.73,6.56,iteration
6,0,1,9,19.19,6.561,iteration
6,0,1,10,23.32,6.68,iteration
6,0,1,11,27.14,7.0,iteration
6,0,1,12,45.0,8.1,iteration
8,0,1,1,-5.0,4.499,iteration
8,0,1,2,2.65,4.5,iteration
8,0,1,3,3.89,4.501,iteration
8,0,1,4,5.6,5.68,iteration
8,0,1,5,8.22,6.009,iteration
8,0,1,6,10.05,6.091,iteration
8,0,1,7,13.48,6.328,iteration
8,0,1,8,15.73,6.633,iteration
8,0,1,9,19.19,6.634,iteration
8,0,1,10,23.32,6.68,iteration
8,0,1,11,27.14,7.0,iteration
8,0,1,12,45.0,8.1,iteration
