iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.110068,0.078674,0.28049,,True,True,False,accepted
1,0,0,0.051057,0.036495,0.191037,12.764,True,True,False,accepted
2,0,0,0.016617,0.010982,0.104794,2.035,True,True,False,accepted
3,0,0,0.012875,0.009203,0.095931,3.439,True,True,False,accepted
4,0,0,0.00784,0.005181,0.071982,1.163,True,True,False,accepted
5,0,0,0.007167,0.005123,0.071574,0.64,True,True,False,accepted
6,0,0,0.004787,0.003163,0.056245,1.176,True,True,False,accepted
7,0,0,0.004382,0.003132,0.055964,0.618,True,True,False,accepted
8,0,0,0.003269,0.00216,0.046479,1.261,True,True,True,accepted
