iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.38,4.78,iteration
2,0,1,3,4.22,4.951,iteration
2,0,1,4,5.29,6.025,iteration
2,0,1,5,9.5,6.312,iteration
2,0,1,6,19.45,6.71,iteration
2,0,1,7,23.03,6.85,iteration
2,0,1,8,26.05,7.12,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.38,4.886,iteration
4,0,1,3,4.22,5.023,iteration
4,0,1,4,5.29,6.005,iteration
4,0,1,5,9.5,6.305,iteration
4,0,1,6,19.45,6.71,iteration
4,0,1,7,23.03,6.85,iteration
4,0,1,8,26.05,7.12,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.38,4.936,iteration
6,0,1,3,4.22,5.124,iteration
6,0,1,4,5.29,5.99,iteration
6,0,1,5,9.5,6.292,iteration
6,0,1,6,19.45,6.71,iteration
6,0,1,7,23.03,6.85,iteration
6,0,1,8,26.05,7.12,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.38,4.97,iteration
8,0,1,3,4.22,5.256,iteration
8,0,1,4,5.29,5.972,iteration
8,0,1,5,9.5,6.272,iteration
8,0,1,6,19.45,6.71,iteration
8,0,1,7,23.03,6.85,iteration
8,0,1,8,26.05,7.12,iteration
8,0,1,9,45.0,8.1,iteration
