iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.034496,0.024657,0.157025,,True,True,False,accepted
1,0,0,0.023954,0.017122,0.130852,4.404,True,True,False,accepted
2,0,0,0.002553,0.001701,0.041237,3.358,True,True,False,accepted
3,0,0,0.002327,0.001663,0.040781,0.579,True,True,False,accepted
4,0,0,0.002296,0.001529,0.039106,1.712,True,True,False,accepted
5,0,0,0.002133,0.001525,0.039047,0.226,True,True,False,accepted
6,0,0,0.002192,0.00146,0.038213,1.199,True,True,False,accepted
7,0,0,0.002037,0.001456,0.038156,0.222,True,True,False,accepted
8,0,0,0.00212,0.001412,0.037574,0.925,True,True,True,accepted
