iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.69,4.905,iteration
2,0,1,3,4.25,5.697,iteration
2,0,1,4,5.94,6.099,iteration
2,0,1,5,8.87,6.32,iteration
2,0,1,6,19.44,6.64,iteration
2,0,1,7,22.77,6.75,iteration
2,0,1,8,27.09,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.69,4.875,iteration
4,0,1,3,4.25,5.731,iteration
4,0,1,4,5.94,6.103,iteration
4,0,1,5,8.87,6.348,iteration
4,0,1,6,19.44,6.64,iteration
4,0,1,7,22.77,6.75,iteration
4,0,1,8,27.09,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.69,4.868,iteration
6,0,1,3,4.25,5.755,iteration
6,0,1,4,5.94,6.098,iteration
6,0,1,5,8.87,6.342,iteration
6,0,1,6,19.44,6.64,iteration
6,0,1,7,22.77,6.75,iteration
6,0,1,8,27.09,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.69,4.872,iteration
8,0,1,3,4.25,5.78,iteration
8,0,1,4,5.94,6.086,iteration
8,0,1,5,8.87,6.326,iteration
8,0,1,6,19.44,6.64,iteration
8,0,1,7,22.77,6.75,iteration
8,0,1,8,27.09,6.96,iteration
8,0,1,9,45.0,8.1,iteration
