iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.037821,0.027034,0.16442,,True,True,False,accepted
1,0,0,0.023701,0.016941,0.130157,4.733,True,True,False,accepted
2,0,0,0.005739,0.003823,0.06183,2.025,True,True,False,accepted
3,0,0,0.005299,0.003788,0.061544,0.514,True,True,False,accepted
4,0,0,0.002461,0.001639,0.040485,2.056,True,True,False,accepted
5,0,0,0.002263,0.001617,0.040217,0.416,True,True,False,accepted
6,0,0,0.00226,0.001505,0.038796,1.474,True,True,False,accepted
7,0,0,0.002084,0.001489,0.038594,0.369,True,True,False,accepted
8,0,0,0.002157,0.001437,0.037902,1.057,True,True,True,accepted
