iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.14,4.858,iteration
2,0,1,3,4.43,5.681,iteration
2,0,1,4,5.14,5.949,iteration
2,0,1,5,8.86,6.298,iteration
2,0,1,6,19.28,6.55,iteration
2,0,1,7,22.39,6.72,iteration
2,0,1,8,27.0,7.05,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.14,4.862,iteration
4,0,1,3,4.43,5.696,iteration
4,0,1,4,5.14,5.949,iteration
4,0,1,5,8.86,6.274,iteration
4,0,1,6,19.28,6.55,iteration
4,0,1,7,22.39,6.72,iteration
4,0,1,8,27.0,7.05,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.14,4.862,iteration
6,0,1,3,4.43,5.703,iteration
6,0,1,4,5.14,5.95,iteration
6,0,1,5,8.86,6.258,iteration
6,0,1,6,19.28,6.55,iteration
6,0,1,7,22.39,6.72,iteration
6,0,1,8,27.0,7.05,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.14,4.862,iteration
8,0,1,3,4.43,5.712,iteration
8,0,1,4,5.14,5.95,iteration
8,0,1,5,8.86,6.245,iteration
8,0,1,6,19.28,6.55,iteration
8,0,1,7,22.39,6.72,iteration
8,0,1,8,27.0,7.05,iteration
8,0,1,9,45.0,8.1,iteration
