iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.43,4.583,iteration
2,0,1,3,4.38,5.666,iteration
2,0,1,4,5.47,5.925,iteration
2,0,1,5,8.91,6.238,iteration
2,0,1,6,18.98,6.46,iteration
2,0,1,7,22.86,6.81,iteration
2,0,1,8,27.02,6.93,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.43,4.582,iteration
4,0,1,3,4.38,5.682,iteration
4,0,1,4,5.47,5.925,iteration
4,0,1,5,8.91,6.217,iteration
4,0,1,6,18.98,6.46,iteration
4,0,1,7,22.86,6.81,iteration
4,0,1,8,27.02,6.93,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.43,4.581,iteration
6,0,1,3,4.38,5.698,iteration
6,0,1,4,5.47,5.921,iteration
6,0,1,5,8.91,6.202,iteration
6,0,1,6,18.98,6.46,iteration
6,0,1,7,22.86,6.81,iteration
6,0,1,8,27.02,6.93,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.43,4.582,iteration
8,0,1,3,4.38,5.717,iteration
8,0,1,4,5.47,5.913,iteration
8,0,1,5,8.91,6.186,iteration
8,0,1,6,18.98,6.46,iteration
8,0,1,7,22.86,6.81,iteration
8,0,1,8,27.02,6.93,iteration
8,0,1,9,45.0,8.1,iteration
