iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,0.01864,0.012737,0.112858,,True,True,False,accepted
1,0,0,0.001835,0.001254,0.035409,6.994,True,True,False,accepted
2,0,0,0.001538,0.000982,0.031339,0.979,True,True,False,accepted
3,0,0,0.00143,0.000977,0.031256,0.336,True,True,False,accepted
4,0,0,0.001497,0.000956,0.030921,0.572,True,True,False,accepted
5,0,0,0.001409,0.000963,0.031032,0.246,True,True,False,accepted
6,0,0,0.001479,0.000944,0.030729,0.452,True,True,False,accepted
7,0,0,0.001389,0.000949,0.030803,0.25,True,True,False,accepted
8,0,0,0.001463,0.000934,0.030565,0.397,True,True,True,accepted
