iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.00044444444444444485,0.026038907261212493,0.02604269997949948,0.013777777777777778,-0.06,0.048,0.06,9
4,0,1,0.0008888888888888887,0.01193914611170092,0.011972189997378648,0.0071111111111111115,-0.028,0.019,0.028,9
6,0,1,0.001,0.01312334645668635,0.01316139134826642,0.007666666666666667,-0.023,0.03,0.03,9
8,0,1,0.0,0.0034960294939005055,0.0034960294939005055,0.0022222222222222222,-0.006,0.007,0.007,9
