iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.82,4.527,iteration
2,0,1,3,4.79,4.8,iteration
2,0,1,4,6.08,6.018,iteration
2,0,1,5,9.78,6.282,iteration
2,0,1,6,18.84,6.47,iteration
2,0,1,7,23.33,6.65,iteration
2,0,1,8,27.08,6.96,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.82,4.501,iteration
4,0,1,3,4.79,4.897,iteration
4,0,1,4,6.08,6.02,iteration
4,0,1,5,9.78,6.317,iteration
4,0,1,6,18.84,6.47,iteration
4,0,1,7,23.33,6.65,iteration
4,0,1,8,27.08,6.96,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.82,4.501,iteration
6,0,1,3,4.79,5.029,iteration
6,0,1,4,6.08,6.014,iteration
6,0,1,5,9.78,6.307,iteration
6,0,1,6,18.84,6.47,iteration
6,0,1,7,23.33,6.65,iteration
6,0,1,8,27.08,6.96,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.82,4.501,iteration
8,0,1,3,4.79,5.209,iteration
8,0,1,4,6.08,6.004,iteration
8,0,1,5,9.78,6.299,iteration
8,0,1,6,18.84,6.47,iteration
8,0,1,7,23.33,6.65,iteration
8,0,1,8,27.08,6.96,iteration
8,0,1,9,45.0,8.1,iteration
