iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.5809512195121951,0.06557399515033537,0.5846402896591056,0.5809512195121951,-0.723,-0.423,41
1,0,x,0.006658536585365854,0.3567769412977258,0.35683907010194316,0.28524390243902437,-0.776,0.598,41
1,0,y,-0.002536585365853657,0.3902592695145098,0.3902675130052681,0.3351707317073171,-0.764,0.671,41
1,0,z,1.2716097560975608,0.5116758157198984,1.370694536428566,1.2716097560975608,0.299,2.0,41
2,0,origin_time,0.05000000000000001,0.03719821658457796,0.06231939759876672,0.05146341463414634,-0.017,0.128,41
2,0,x,0.20146341463414638,0.14554994073127223,0.2485403240581432,0.21268292682926832,-0.07,0.489,41
2,0,y,-0.21619512195121948,0.18327937085521295,0.2834284010761543,0.24765853658536585,-0.513,0.279,41
2,0,z,-0.06180487804878048,0.2669078784636391,0.27397017818840314,0.20517073170731706,-0.739,0.476,41
3,0,origin_time,0.021926829268292685,0.0102585841363731,0.024207940644422905,0.02202439024390244,-0.002,0.045,41
3,0,x,0.01653658536585366,0.046968644216751516,0.049794700472258605,0.03380487804878049,-0.116,0.173,41
3,0,y,-0.02107317073170732,0.03227427446722056,0.038544874070013134,0.0328780487804878,-0.069,0.08,41
3,0,z,0.032902439024390245,0.10548975325988609,0.1105018485663718,0.07929268292682928,-0.187,0.32,41
4,0,origin_time,0.006243902439024391,0.017556571263406394,0.018633827094698553,0.015268292682926827,-0.026,0.04,41
4,0,x,0.14014634146341462,0.0587759536759511,0.1519723980073275,0.14014634146341462,0.003,0.243,41
4,0,y,-0.18751219512195122,0.05488263395479107,0.1953789313853167,0.18751219512195122,-0.294,-0.088,41
4,0,z,-0.06039024390243902,0.10460748423739621,0.12078786080179237,0.09048780487804878,-0.306,0.145,41
5,0,origin_time,0.03426829268292683,0.0024196793805338354,0.03435361308082917,0.03426829268292683,0.03,0.042,41
5,0,x,0.007414634146341463,0.00805158857149865,0.010945541468962625,0.009853658536585366,-0.024,0.016,41
5,0,y,-0.01946341463414634,0.01627671921304394,0.025372349074553102,0.02209756097560976,-0.069,0.024,41
5,0,z,-0.04682926829268293,0.04276247639308886,0.06341616320858241,0.047902439024390245,-0.182,0.017,41
6,0,origin_time,-0.008414634146341464,0.01059446613430942,0.01352955211704382,0.011000000000000001,-0.025,0.015,41
6,0,x,0.09229268292682927,0.031250556211587836,0.09743991269169863,0.09229268292682927,0.005,0.133,41
6,0,y,-0.13717073170731708,0.02230268761997891,0.1389720098156284,0.13717073170731708,-0.18,-0.089,41
6,0,z,-0.0344390243902439,0.061490450886846626,0.07047781176526065,0.05019512195121951,-0.214,0.071,41
7,0,origin_time,0.027268292682926833,0.0020721661841716535,0.02734691314456872,0.027268292682926833,0.022,0.034,41
7,0,x,0.004,0.004864004172013615,0.006297502408524021,0.0056585365853658535,-0.007,0.013,41
7,0,y,-0.012292682926829269,0.011447108277807755,0.016797212312268203,0.015268292682926829,-0.044,0.02,41
7,0,z,-0.031707317073170725,0.04180689866192819,0.05247066543991335,0.03902439024390244,-0.146,0.121,41
8,0,origin_time,-0.006487804878048781,0.005831461981353921,0.008723391598203635,0.006536585365853659,-0.023,0.001,41
8,0,x,0.06763414634146342,0.021046703116548805,0.07083319464357538,0.06763414634146342,0.008,0.1,41
8,0,y,-0.08973170731707318,0.01720610270386063,0.09136645592498749,0.08973170731707318,-0.115,-0.039,41
8,0,z,-0.026707317073170738,0.03517152666467373,0.044162394332403807,0.031341463414634146,-0.135,0.028,41
