iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.027000000000000003,0.06991137246542942,0.07494397907770844,0.0468,-0.099,0.14,0.14,10
4,0,1,0.0175,0.060691432673813196,0.06316407206632581,0.0395,-0.11,0.111,0.111,10
6,0,1,0.0124,0.04592646295982307,0.04757099956906519,0.029000000000000005,-0.083,0.096,0.096,10
8,0,1,0.0058,0.025662423891752703,0.026309694030908073,0.016399999999999998,-0.053,0.039,0.053,10
