iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,1.81,4.843,iteration
2,0,1,3,4.41,5.467,iteration
2,0,1,4,4.47,5.939,iteration
2,0,1,5,11.09,6.345,iteration
2,0,1,6,18.77,6.59,iteration
2,0,1,7,22.43,6.81,iteration
2,0,1,8,27.28,7.11,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,1.81,4.933,iteration
4,0,1,3,4.41,5.462,iteration
4,0,1,4,4.47,5.936,iteration
4,0,1,5,11.09,6.351,iteration
4,0,1,6,18.77,6.59,iteration
4,0,1,7,22.43,6.81,iteration
4,0,1,8,27.28,7.11,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,1.81,4.984,iteration
6,0,1,3,4.41,5.46,iteration
6,0,1,4,4.47,5.938,iteration
6,0,1,5,11.09,6.351,iteration
6,0,1,6,18.77,6.59,iteration
6,0,1,7,22.43,6.81,iteration
6,0,1,8,27.28,7.11,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,1.81,5.048,iteration
8,0,1,3,4.41,5.459,iteration
8,0,1,4,4.47,5.935,iteration
8,0,1,5,11.09,6.347,iteration
8,0,1,6,18.77,6.59,iteration
8,0,1,7,22.43,6.81,iteration
8,0,1,8,27.28,7.11,iteration
8,0,1,9,45.0,8.1,iteration
