iteration,backup,model,layer,depth,velocity,state_type
2,0,1,1,-5.0,4.5,iteration
2,0,1,2,2.78,4.59,iteration
2,0,1,3,3.84,5.485,iteration
2,0,1,4,4.62,5.819,iteration
2,0,1,5,9.21,6.133,iteration
2,0,1,6,19.09,6.28,iteration
2,0,1,7,22.76,6.57,iteration
2,0,1,8,27.06,6.84,iteration
2,0,1,9,45.0,8.1,iteration
4,0,1,1,-5.0,4.5,iteration
4,0,1,2,2.78,4.589,iteration
4,0,1,3,3.84,5.499,iteration
4,0,1,4,4.62,5.818,iteration
4,0,1,5,9.21,6.135,iteration
4,0,1,6,19.09,6.28,iteration
4,0,1,7,22.76,6.57,iteration
4,0,1,8,27.06,6.84,iteration
4,0,1,9,45.0,8.1,iteration
6,0,1,1,-5.0,4.5,iteration
6,0,1,2,2.78,4.587,iteration
6,0,1,3,3.84,5.512,iteration
6,0,1,4,4.62,5.818,iteration
6,0,1,5,9.21,6.132,iteration
6,0,1,6,19.09,6.28,iteration
6,0,1,7,22.76,6.57,iteration
6,0,1,8,27.06,6.84,iteration
6,0,1,9,45.0,8.1,iteration
8,0,1,1,-5.0,4.5,iteration
8,0,1,2,2.78,4.586,iteration
8,0,1,3,3.84,5.525,iteration
8,0,1,4,4.62,5.816,iteration
8,0,1,5,9.21,6.128,iteration
8,0,1,6,19.09,6.28,iteration
8,0,1,7,22.76,6.57,iteration
8,0,1,8,27.06,6.84,iteration
8,0,1,9,45.0,8.1,iteration
