iteration,backup,model,mean_change,std_change,rms_change,mean_abs_change,min_change,max_change,max_abs_change,n_layers
2,0,1,0.017333333333333333,0.025082087455216145,0.030488613539410996,0.017333333333333333,0.0,0.059,0.059,9
4,0,1,0.014222222222222223,0.02049269668159734,0.024944382578492942,0.014222222222222223,0.0,0.052,0.052,9
6,0,1,0.005555555555555556,0.009452937357845869,0.010964589468932352,0.005555555555555556,0.0,0.025,0.025,9
8,0,1,0.005,0.008178562764256865,0.009585869229698937,0.005,0.0,0.021,0.021,9
