iteration,backup,parameter,mean,std,rms,mean_abs,min,max,n_events
1,0,origin_time,-0.00894444444444445,0.4387637268789335,0.4388548861652461,0.3274444444444444,-1.109,1.117,36
1,0,x,-0.388,6.42834007864135,6.440038832698656,5.156722222222222,-9.795,17.513,36
1,0,y,1.9325555555555556,6.5131233949637934,6.793787407134061,5.5184444444444445,-9.162,15.507,36
1,0,z,0.6296944444444444,1.5725987130197447,1.6939840039255256,1.5830277777777777,-2.0,2.0,36
2,0,origin_time,0.10410869565217393,0.13484809944669457,0.17036029594592342,0.13945652173913042,-0.418,0.467,46
2,0,x,-0.17245652173913043,0.6114796987821299,0.6353335139224464,0.532804347826087,-1.408,2.133,46
2,0,y,-0.09456521739130438,1.0556578960879224,1.0598849814546123,0.7450869565217393,-2.744,2.602,46
2,0,z,0.14502173913043476,1.3228012024739548,1.3307269915677509,1.1236304347826087,-2.0,2.0,46
3,0,origin_time,-0.014804347826086955,0.15167809442672497,0.1523988616869505,0.11284782608695652,-0.306,0.555,46
3,0,x,-0.16980434782608694,0.715771751922819,0.7356376264107923,0.41441304347826086,-3.202,1.78,46
3,0,y,0.17902173913043481,1.1294039114415992,1.1435042537135003,0.6945000000000001,-2.652,4.068,46
3,0,z,-0.45256521739130445,1.3685280358389178,1.4414174485101687,1.2553478260869566,-2.0,2.0,46
4,0,origin_time,0.11330434782608695,0.0774484034599017,0.13724478290551742,0.1251304347826087,-0.121,0.27,46
4,0,x,-0.07891304347826086,0.28510073170928907,0.29582037734438427,0.2472608695652174,-1.047,0.459,46
4,0,y,-0.03328260869565218,0.2309927217979594,0.23337816857027868,0.1328913043478261,-0.446,1.227,46
4,0,z,-0.06595652173913043,1.0239738650817758,1.026095872289931,0.768695652173913,-2.0,2.0,46
5,0,origin_time,-0.004891304347826089,0.07521367482650594,0.07537255295616857,0.050021739130434784,-0.23,0.162,46
5,0,x,-0.03156521739130435,0.11619186759200473,0.12040312721635706,0.07473913043478263,-0.462,0.267,46
5,0,y,0.02834782608695652,0.15867840287434318,0.16119067833658587,0.08417391304347825,-0.26,0.857,46
5,0,z,-0.16773913043478259,1.0016830713480842,1.0156305387808837,0.7320434782608696,-2.0,2.0,46
6,0,origin_time,0.04315217391304347,0.048601291533789136,0.06499381241452076,0.055456521739130425,-0.083,0.182,46
6,0,x,-0.0633695652173913,0.07607815166445969,0.09901306457494254,0.08206521739130436,-0.203,0.118,46
6,0,y,-0.02247826086956522,0.05468396916768156,0.05912367288702702,0.04813043478260869,-0.114,0.171,46
6,0,z,-0.1071304347826087,0.8683351539057409,0.8749187788390517,0.554608695652174,-2.0,2.0,46
7,0,origin_time,-0.0023260869565217388,0.033161694997736066,0.03324317517404398,0.019195652173913044,-0.105,0.086,46
7,0,x,-0.003956521739130437,0.044861117337525895,0.04503525189275041,0.02591304347826087,-0.135,0.124,46
7,0,y,0.005239130434782607,0.036045372845785385,0.03642413199109003,0.021934782608695656,-0.085,0.12,46
7,0,z,-0.08652173913043479,0.763701220291834,0.7685867323974512,0.4280869565217391,-2.0,2.0,46
8,0,origin_time,0.007934782608695653,0.028281505843551328,0.02937353141564846,0.0195,-0.09,0.072,46
8,0,x,0.001565217391304348,0.04415124803687445,0.04417898378975746,0.024217391304347823,-0.137,0.164,46
8,0,y,-0.004304347826086956,0.03448431878355687,0.034751915805807214,0.02482608695652174,-0.107,0.112,46
8,0,z,-0.1891956521739131,0.5199308323381862,0.5532838920639126,0.31806521739130433,-2.0,1.024,46
