iteration,backup,attempt,data_variance,mean_squared_residual,rms_residual,step_length,better,accepted,final,status
0,0,0,2.877112,1.965944,1.402121,,True,True,False,accepted
1,0,0,0.358686,0.245092,0.495067,79.383,True,True,False,accepted
2,0,0,0.166145,0.106378,0.326157,12.404,True,True,False,accepted
3,0,0,0.098973,0.067629,0.260055,13.479,True,True,False,accepted
4,0,0,0.065681,0.042054,0.205071,7.488,True,True,False,accepted
5,0,0,0.041112,0.028092,0.167606,7.041,True,True,False,accepted
6,0,0,0.024559,0.015725,0.125398,6.005,True,True,False,accepted
7,0,0,0.011302,0.007723,0.08788,5.233,True,True,False,accepted
8,0,0,0.006252,0.004003,0.063272,3.778,True,True,True,accepted
